,Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
369,41,Female,66214.09135737646,20,Sports,4.206537802570766,No,0,No
370,38,Female,39662.08773554149,16,Clothing,58.39780536094132,Yes,1,Yes
371,54,Female,21152.22706475096,7,Beauty,44.37982176210082,No,1,No
372,49,Female,21213.11057752213,11,Electronics,18.67382285727894,No,3,No
373,34,Female,121447.51539089462,17,Home Goods,58.37882724238606,No,5,Yes
374,64,Female,21177.041005448227,3,Beauty,27.88191130595681,No,3,No
375,60,Male,137318.92994715943,11,Home Goods,10.982980048957856,No,5,No
376,35,Male,39506.32641021795,18,Clothing,17.7440786394514,Yes,4,Yes
377,63,Male,116261.89715395748,12,Sports,44.07768107880907,No,4,Yes
378,41,Female,52288.91384807402,5,Clothing,6.975291306029376,No,4,Yes
379,37,Male,133095.99075419904,14,Sports,16.15794279684531,No,2,No
380,53,Male,134440.9190793605,4,Home Goods,11.344720241234736,No,4,No
381,37,Female,38292.498646338594,9,Sports,49.3348185140428,No,0,No
382,54,Female,81098.47486053176,6,Electronics,16.521721765527253,No,3,No
383,66,Male,84161.05544421542,12,Clothing,53.746424677091554,No,0,No
384,37,Male,70632.64633731465,20,Electronics,27.09779202496271,Yes,4,Yes
385,59,Male,130046.86402973614,10,Sports,26.06221714992699,No,3,No
386,49,Male,55204.82264480644,11,Electronics,15.674798233646854,Yes,2,No
387,43,Female,144512.67412846652,18,Electronics,46.98949799618718,Yes,1,Yes
388,61,Female,124930.21985743471,13,Sports,24.029220976431723,No,5,No
389,58,Male,104626.55072962404,1,Clothing,59.88066987793736,No,3,No
390,37,Male,65154.632413649546,10,Sports,28.06360182438476,No,1,No
391,51,Female,96466.29470329075,3,Sports,39.81901966111593,Yes,3,Yes
392,45,Female,79846.57525625042,3,Clothing,17.280980861274067,No,1,No
393,42,Male,91351.62646005629,6,Clothing,29.413759272942396,No,3,No
394,21,Male,46342.24243759461,0,Electronics,35.046778668316456,No,2,No
395,19,Female,105381.41361415824,14,Beauty,34.479149273370545,No,5,Yes
396,41,Male,45868.97806472678,6,Beauty,48.91859565027234,No,5,No
397,56,Male,99951.68584505266,13,Home Goods,33.19445123314945,Yes,4,Yes
398,25,Female,28581.27973823141,12,Home Goods,52.57596636744204,Yes,1,Yes
399,39,Female,32791.43446274165,18,Home Goods,1.137080961783886,No,1,No
400,59,Male,65232.38350568166,11,Clothing,35.29794016377815,No,0,No
401,28,Female,35405.3410677597,11,Electronics,53.44245080521175,No,5,Yes
402,46,Male,32041.312796677736,16,Clothing,51.422522521520186,No,2,No
403,61,Female,64964.06989592146,15,Sports,27.222016502618423,No,4,No
404,69,Female,127377.16765205064,12,Clothing,27.62582545348076,No,4,No
405,60,Male,28128.418446569947,18,Electronics,10.839091863488829,No,2,Yes
406,66,Female,23405.572109168425,2,Clothing,38.29508719302344,Yes,4,No
407,55,Female,102467.27955331931,4,Beauty,26.881398549862958,Yes,4,No
408,50,Male,32201.447027036305,16,Home Goods,32.43798080471233,Yes,3,Yes
409,21,Female,115369.86947298226,10,Home Goods,45.434011983600776,Yes,0,Yes
410,19,Female,120009.63617337418,9,Electronics,43.91969108588111,No,5,Yes
411,43,Male,57392.25477567816,10,Sports,41.15344364028219,No,0,No
412,49,Male,53708.57865255059,20,Home Goods,52.80072456747989,No,1,No
413,39,Female,32791.43446274165,18,Home Goods,1.137080961783886,No,1,No
414,44,Male,86086.8710991164,16,Sports,28.9704995823636,No,3,No
415,58,Female,95025.9361849817,18,Electronics,10.14551137758852,No,0,No
416,61,Male,134267.25703669473,16,Clothing,7.962355570543117,No,1,No
417,40,Female,144549.55241551943,18,Electronics,38.180330008335446,Yes,4,Yes
418,45,Female,79846.57525625042,3,Clothing,17.280980861274067,No,1,No
419,25,Female,111148.14727427156,17,Sports,51.140713671224425,Yes,1,Yes
420,52,Male,107622.58947764304,19,Home Goods,48.29082818242545,No,1,No
421,47,Female,146984.04270638572,5,Home Goods,15.016040859498425,No,5,No
422,22,Female,51251.8586761559,4,Clothing,46.09084428609433,No,0,No
423,52,Female,93329.6237483573,1,Beauty,53.42346402294461,No,2,No
424,29,Male,62263.52200612087,19,Sports,4.270546347532796,No,2,No
425,55,Female,58921.42648831856,18,Home Goods,13.107985150350236,Yes,0,No
426,68,Female,98250.04603196713,10,Sports,40.68601626808061,No,5,Yes
427,37,Male,44092.92333873288,14,Home Goods,43.924649206578415,No,3,Yes
428,25,Male,114048.21632050013,8,Electronics,24.864972802662656,No,3,Yes
429,68,Female,121482.12326532244,13,Electronics,4.535584163943805,No,0,No
430,31,Female,58407.82107206463,8,Sports,52.846044896938864,No,3,Yes
431,28,Male,91035.94109012016,18,Beauty,20.38765602931072,No,4,Yes
432,43,Male,113869.22196635582,12,Electronics,16.379037635143256,No,2,No
433,64,Female,31880.893223130934,17,Electronics,22.75347251623372,Yes,1,No
434,27,Female,78533.05199857574,17,Sports,40.66467649827597,No,1,Yes
435,68,Female,104789.15374091142,11,Sports,44.06548763786345,No,0,No
436,50,Male,92821.86385003946,20,Electronics,51.33456214270396,No,4,Yes
437,24,Male,113122.04044814868,16,Sports,58.58907542777473,No,1,Yes
438,23,Female,38304.383356047896,17,Sports,55.85771163519968,No,5,Yes
439,19,Female,68792.88802954825,14,Electronics,4.168127637359103,No,3,Yes
440,51,Female,34635.45075355181,19,Beauty,8.297760186211882,Yes,5,No
441,70,Female,44197.666707935234,4,Sports,16.593685413651542,Yes,4,No
442,33,Female,58989.48449590801,16,Electronics,43.98958431669705,Yes,5,Yes
443,25,Female,94019.05695369677,0,Home Goods,9.779714156572386,Yes,1,No
444,28,Female,90853.499456602,8,Beauty,14.193144567767222,Yes,0,Yes
445,60,Male,139729.28774255485,11,Beauty,31.352693629690823,No,4,Yes
446,59,Female,126929.52326994558,19,Sports,43.92621909049984,Yes,2,Yes
447,68,Male,136365.30629184973,6,Home Goods,2.947704218119308,No,0,No
448,22,Male,37476.56682305584,2,Clothing,13.2883828340592,No,3,No
449,31,Female,139371.08126780682,6,Electronics,38.71843288726199,Yes,3,Yes
450,45,Male,67397.1846656802,5,Clothing,18.33387376860532,No,3,No
451,39,Female,75573.65942967997,12,Sports,49.08590368389274,Yes,3,Yes
452,45,Male,147447.93632248405,14,Electronics,23.55200188085499,No,4,Yes
453,46,Female,133256.58269419678,7,Home Goods,41.68540086646056,No,2,No
454,57,Male,68324.12863230462,15,Home Goods,51.60808460137574,No,2,No
455,26,Female,29370.96367982754,10,Beauty,14.11468323167653,No,2,No
456,44,Male,86086.8710991164,16,Sports,28.9704995823636,No,3,No
457,54,Male,90782.70326403418,19,Sports,5.19553178459277,No,4,No
458,35,Male,55353.46439672203,4,Electronics,5.8191061271148845,No,5,No
459,33,Male,21964.388947881755,9,Clothing,38.83467684615532,Yes,2,No
460,28,Male,37455.73061729582,1,Clothing,26.306218610128905,No,0,No
461,61,Female,114517.37901000072,12,Clothing,30.98195957429383,No,0,No
462,65,Male,131483.1038959669,16,Electronics,40.58102833311245,No,0,No
463,33,Male,33082.87220805933,15,Home Goods,7.901999736730198,Yes,1,No
464,31,Female,53740.431812891744,9,Sports,2.041064450537745,No,0,No
465,63,Female,52182.77013638523,7,Beauty,1.914396267745228,Yes,0,Yes
466,24,Male,77225.86973421377,7,Beauty,53.57027929506548,Yes,1,Yes
467,35,Male,107883.41744683115,17,Home Goods,23.13086491378265,No,5,No
468,18,Female,149785.17648108344,10,Electronics,38.97946857317181,No,5,Yes
469,38,Female,117653.14621509436,12,Sports,30.68757085602933,Yes,4,Yes
470,55,Male,21290.09674661863,11,Sports,54.84336138989204,Yes,4,Yes
471,44,Female,109312.50464542156,1,Clothing,45.08693214433347,Yes,1,No
472,47,Male,85081.15484915432,7,Beauty,18.001706850153127,No,0,No
473,24,Female,63426.49553694,5,Beauty,46.15096092290046,Yes,3,Yes
474,28,Male,146829.32611178892,6,Sports,2.277088119472032,No,3,Yes
475,46,Male,86625.34434014311,7,Clothing,58.83541126117345,Yes,3,Yes
476,48,Male,72923.84358633158,12,Electronics,57.31094403894336,Yes,1,Yes
477,37,Female,58130.11940147341,9,Electronics,54.21266473318444,No,3,Yes
478,20,Female,73223.56933621239,5,Sports,1.8863299768534116,No,1,No
479,62,Male,60458.27435824117,20,Beauty,43.35436425256378,No,1,No
480,56,Female,73059.71981267075,2,Sports,10.880758942452507,No,0,Yes
481,62,Female,119959.96167399333,4,Beauty,30.08088084949156,No,5,No
482,49,Male,57370.01643664252,5,Beauty,1.2780331058122285,No,4,Yes
483,49,Male,52068.25238781099,9,Clothing,28.00688521280659,No,3,No
484,57,Male,86801.08034687981,7,Electronics,24.02698661112505,No,5,No
485,51,Female,22848.73274075117,11,Sports,49.936303355604814,Yes,3,No
486,28,Female,72663.35028858364,17,Clothing,58.931931262079495,Yes,0,Yes
487,19,Male,118721.77411433528,4,Electronics,13.845769029135232,Yes,4,Yes
488,68,Male,27561.29341571185,6,Clothing,7.049222695440282,No,0,No
489,29,Male,77242.04438788537,4,Electronics,38.94059861886175,No,5,Yes
490,23,Male,39343.47602266503,13,Sports,36.77678090200011,No,4,Yes
491,25,Male,79539.44867046429,1,Sports,4.368590870083152,No,2,No
492,46,Female,135971.0095622305,1,Beauty,20.38566733120536,Yes,1,No
493,31,Male,78472.00434677192,5,Home Goods,36.73947010073513,Yes,4,Yes
494,29,Male,87350.23961104601,18,Home Goods,45.28210566147052,No,3,Yes
495,58,Male,148935.29367541726,10,Clothing,53.99064024438594,Yes,2,Yes
496,26,Male,58681.29867144668,15,Home Goods,52.66542252758025,No,1,Yes
497,68,Female,111501.42191246306,9,Home Goods,38.01153408360549,No,2,No
498,39,Female,55715.09831753754,16,Electronics,55.67326767932533,No,3,Yes
499,30,Female,36984.804697050175,16,Electronics,48.24735859073295,No,1,No
500,45,Male,126073.10206592023,19,Electronics,31.120695416631836,Yes,1,Yes
501,50,Female,138026.84319135052,10,Beauty,48.37919248528083,No,4,Yes
502,69,Female,53488.93864338384,5,Beauty,47.053790823435456,No,0,No
503,64,Male,131245.8436577522,15,Home Goods,43.83761823768599,No,0,No
504,47,Male,112813.84222585669,9,Clothing,45.22724277887863,No,3,Yes
505,42,Male,41574.13638845205,16,Beauty,31.73204852840315,No,5,No
506,61,Male,137229.05897760508,16,Beauty,57.06811381043469,Yes,5,Yes
507,55,Female,103261.88548285973,10,Beauty,42.4371737857627,No,0,No
508,25,Male,58389.19208433826,14,Sports,2.527868144719624,Yes,5,Yes
509,42,Female,111726.1621436972,14,Electronics,36.80078085345887,Yes,0,Yes
510,45,Female,23275.14381469982,19,Sports,12.837293318647834,Yes,3,No
511,25,Male,146360.69285209983,7,Beauty,57.77056169684074,No,1,Yes
512,55,Male,105042.69819162968,6,Sports,38.23590464564185,No,5,Yes
513,64,Female,29477.23859782745,6,Clothing,2.9385451666833844,No,1,No
514,44,Female,135999.3247581548,0,Beauty,36.56793644334255,No,3,No
515,49,Female,128815.3462815822,11,Clothing,54.592485404337566,No,0,No
516,49,Female,145330.19414371406,14,Clothing,51.42582744167155,No,5,Yes
517,21,Female,122561.22133088094,8,Clothing,55.46695399349658,No,2,Yes
518,68,Female,121482.12326532244,13,Electronics,4.535584163943805,No,0,No
519,48,Male,78661.11474352845,14,Clothing,41.66170321522348,Yes,4,Yes
520,45,Female,20203.46367489148,16,Electronics,31.69148185570925,No,1,No
521,36,Female,27611.620801717298,4,Sports,18.692581838199832,No,2,No
522,30,Female,105610.26703710711,15,Electronics,11.671596941094846,No,0,No
523,31,Male,112716.8948267403,6,Home Goods,36.86390662077785,No,3,Yes
524,32,Male,80002.47167457268,9,Home Goods,41.15307930219143,No,2,Yes
525,44,Male,99108.54545054064,11,Electronics,57.9048052764074,No,3,Yes
526,61,Male,120938.1680449642,15,Home Goods,8.776602963904082,No,4,No
527,56,Male,38271.885785186896,13,Sports,42.48878730175373,Yes,2,No
528,57,Male,138251.486526757,15,Clothing,28.80798585219903,Yes,0,No
529,26,Male,52560.82684302487,16,Clothing,29.145845285581924,Yes,4,Yes
530,57,Male,145451.99802908133,6,Beauty,25.405029318934236,No,1,No
531,67,Female,98751.30242884974,19,Home Goods,42.201940305484754,No,5,Yes
532,66,Male,85078.46425011198,1,Electronics,4.869165286151542,No,4,No
533,36,Male,111998.52151631904,15,Clothing,51.67700861015893,No,0,Yes
534,18,Male,101206.2639510543,14,Home Goods,56.89069996578395,Yes,5,Yes
535,25,Male,59608.288082745305,15,Clothing,39.59900725971176,No,0,Yes
536,48,Female,110029.21609982404,16,Clothing,45.13823440536186,Yes,5,Yes
537,62,Female,62288.36742299405,8,Electronics,11.599760984373914,No,0,No
538,61,Female,75731.26272823637,8,Sports,15.374675591389392,Yes,4,Yes
539,57,Female,63103.41087873519,3,Beauty,17.947239530515606,No,3,No
540,58,Male,62665.0579692105,7,Beauty,43.18221658955485,No,2,No
541,70,Female,67880.23896589028,2,Electronics,47.12201035128081,No,2,No
542,37,Male,51457.026941215896,0,Clothing,34.70864729334379,Yes,3,Yes
543,64,Female,133283.82444481106,13,Clothing,29.48843113399386,No,3,No
544,62,Female,101074.3411777346,16,Electronics,6.493322233995015,Yes,5,No
545,68,Female,137935.35399175787,4,Home Goods,40.669349617999465,No,3,No
546,37,Male,102019.83272979123,18,Home Goods,26.843285984669432,No,5,Yes
547,25,Female,137252.2255773895,7,Clothing,31.012353090360666,Yes,5,Yes
548,48,Female,26647.59958747309,18,Electronics,1.9033246109874205,No,4,No
549,33,Female,109256.68875403889,4,Sports,48.7528031217798,No,5,Yes
550,61,Male,88515.39030851472,7,Sports,38.23191420294302,No,5,Yes
551,55,Female,103261.88548285973,10,Beauty,42.4371737857627,No,0,No
552,45,Male,71689.60921187318,19,Sports,23.581022287748507,Yes,3,No
553,36,Female,100720.71377219605,9,Clothing,22.32774183948691,No,5,Yes
554,34,Female,95035.9852754916,14,Sports,7.82073102607922,No,3,Yes
555,63,Female,136218.66230102314,4,Clothing,13.569083870752587,No,0,No
556,50,Female,22340.852228059084,13,Sports,26.3041789742879,Yes,0,No
557,39,Female,103502.31836767956,19,Sports,47.40383709815921,No,5,Yes
558,22,Male,132393.2692379471,6,Clothing,44.12961059922951,No,5,Yes
559,53,Female,37228.20745644029,14,Home Goods,52.88014333839108,No,2,No
560,19,Female,46608.41417744692,12,Electronics,31.68680945564128,No,3,Yes
561,39,Female,136812.8786077291,3,Beauty,12.526178690067894,No,5,No
562,64,Female,39707.35972401292,13,Home Goods,17.190291539022134,Yes,0,No
563,66,Female,69946.87268815402,10,Sports,30.7308684974554,Yes,4,Yes
564,26,Female,107903.08306980642,7,Home Goods,20.97806251764532,No,1,No
565,27,Male,33549.2243650852,8,Clothing,30.115319886299783,Yes,1,Yes
566,52,Female,56684.31971011602,15,Clothing,54.36271588218714,No,4,Yes
567,46,Female,35672.59413247973,0,Clothing,25.49418488738132,No,0,No
568,26,Female,128438.79761008786,3,Sports,7.0714002121780375,No,1,No
569,19,Male,30199.256121226117,10,Home Goods,55.99561688705852,No,0,No
570,55,Female,67779.47489789908,20,Clothing,35.969067931929786,No,1,No
571,21,Female,28796.887047000208,14,Home Goods,59.76362529694128,No,5,Yes
572,53,Female,135718.3478614819,3,Home Goods,43.73879500388463,No,1,No
573,33,Female,120972.37240417355,20,Clothing,50.07175324700029,No,4,Yes
574,19,Female,23144.929305876183,19,Home Goods,26.68227072707041,No,5,No
575,69,Male,126312.09288140286,2,Sports,34.832477695984004,Yes,5,Yes
576,18,Female,80939.83551038576,12,Beauty,54.96697905988637,No,4,Yes
577,49,Female,143685.01870992358,9,Home Goods,58.42862740298495,No,0,Yes
578,69,Female,39168.82847181692,6,Clothing,49.002919988674,Yes,0,No
579,18,Female,93461.09061885832,9,Clothing,24.97797092125873,No,5,Yes
580,43,Female,145381.9650071055,13,Home Goods,24.579822123059465,No,3,No
581,25,Male,143559.69217478845,11,Sports,31.5808046233218,Yes,0,Yes
582,57,Male,147208.31089058827,5,Beauty,41.69959788096061,No,1,No
583,59,Female,129174.29713263024,2,Sports,12.34843542608099,No,2,No
584,26,Female,110354.57975161192,9,Electronics,43.22841965823692,No,2,Yes
585,57,Female,132061.88269544093,19,Clothing,31.33939366469268,Yes,0,Yes
586,18,Male,42734.58683287472,12,Electronics,56.13787449168974,No,0,No
587,38,Female,138400.121013709,7,Beauty,41.31625539503607,Yes,0,Yes
588,54,Male,81267.3317617614,6,Beauty,35.47935937377799,No,0,No
589,34,Male,84570.40496633305,16,Clothing,30.051703793055808,Yes,0,Yes
590,43,Female,43981.91290737312,15,Home Goods,2.1268527618698245,No,2,No
591,44,Male,105839.35356117396,8,Home Goods,59.05192546840173,Yes,3,Yes
592,60,Female,95087.13756455047,16,Home Goods,42.38045005831604,Yes,4,Yes
593,22,Male,87622.08600039766,2,Clothing,24.942913439816024,No,2,No
594,24,Male,135300.23702720503,13,Clothing,7.063326316337125,No,3,Yes
595,27,Male,20191.596871220485,2,Electronics,35.20851536484097,No,5,No
596,28,Male,29500.60306351195,18,Sports,24.652045972546716,No,3,No
597,27,Male,41017.28671080504,16,Sports,22.173252768637667,No,1,No
598,69,Female,46524.632501756845,7,Sports,11.263692374077309,Yes,1,No
599,20,Male,111709.9079368532,0,Sports,30.840597198283444,No,0,Yes
600,54,Male,140650.87324238647,17,Beauty,33.15395440790106,No,1,No
601,52,Female,78466.17951857019,18,Home Goods,15.770075775501777,Yes,1,No
602,49,Male,105342.21895309536,19,Sports,27.689638793187644,No,3,No
603,65,Male,129114.0040062803,12,Clothing,57.814521684269145,Yes,0,Yes
604,56,Female,25612.58565361152,12,Home Goods,27.452441760953384,No,3,No
605,55,Male,115749.57968352304,10,Sports,7.630776910013382,No,4,Yes
606,23,Female,107940.83183942708,0,Home Goods,59.04036698686971,No,0,No
607,52,Female,99401.40923984988,12,Sports,43.66037040215946,Yes,0,Yes
608,45,Male,46322.472821480864,11,Sports,46.43125247889389,No,2,No
609,42,Male,37093.58558673761,8,Clothing,46.26947147342218,Yes,4,Yes
610,38,Female,30519.506796662783,4,Sports,59.89379455227144,No,3,No
611,39,Male,71367.01798949542,3,Electronics,36.02526652133429,No,5,Yes
612,51,Female,28885.91604029462,10,Clothing,48.26867996333436,No,5,No
613,22,Male,112695.98658246142,13,Clothing,40.89328267375328,No,5,Yes
614,20,Male,119588.42094958932,12,Sports,52.76127443538911,Yes,2,Yes
615,68,Male,132488.4486581586,1,Clothing,1.2881834951948647,No,5,No
616,29,Female,58153.54701705581,16,Home Goods,59.991105424697615,Yes,3,Yes
617,52,Female,48869.86319013168,15,Home Goods,13.878118728108133,Yes,0,No
618,36,Female,64278.54165556792,19,Clothing,18.873764905514957,No,0,No
619,54,Male,127471.95676639336,7,Beauty,42.75743924871849,Yes,1,Yes
620,54,Male,63075.1109233966,14,Clothing,53.06214200018352,No,4,Yes
621,39,Female,92857.2820274572,18,Clothing,17.408617885674403,No,5,Yes
622,38,Male,62927.95843329468,19,Electronics,8.907468764820514,No,5,Yes
623,53,Male,124637.88098938702,5,Sports,49.434233603167016,No,4,No
624,36,Female,113965.85941710288,10,Electronics,32.4651933850657,Yes,5,Yes
625,46,Female,132847.36971396854,5,Sports,28.37602526358915,No,3,No
626,70,Female,102196.67997289318,16,Clothing,6.83352721709643,Yes,3,Yes
627,35,Male,115250.87657673644,13,Clothing,22.019425478784584,Yes,0,Yes
628,47,Male,47559.22711082555,17,Beauty,15.200213793827238,No,5,No
629,69,Male,32893.15294633807,15,Clothing,56.19006464246351,No,0,No
630,52,Female,78281.47719802489,6,Clothing,47.98085529362526,Yes,0,Yes
631,61,Male,78319.38202409053,0,Home Goods,13.02157366514668,No,1,No
632,39,Male,57167.882601090816,3,Home Goods,26.428040002043986,Yes,2,No
633,65,Male,95397.89236565708,19,Home Goods,19.047793982429678,Yes,3,Yes
634,56,Male,36321.52791914494,14,Sports,42.01206914080027,No,5,No
635,68,Female,41547.47137662027,10,Electronics,56.02574193419581,Yes,0,No
636,70,Female,109222.53556919268,20,Sports,33.69707140928268,Yes,3,Yes
637,38,Male,135492.47740012856,19,Clothing,5.977882889871797,No,2,No
638,45,Female,101410.4617847383,19,Sports,25.433759360166803,Yes,2,No
639,52,Male,27302.89005516707,20,Sports,17.094839669290902,No,4,Yes
640,43,Male,56404.852841563625,1,Clothing,35.422146693501375,Yes,4,Yes
641,57,Female,31518.05585835024,5,Sports,54.70278264303202,No,4,No
642,18,Female,37124.74054909305,19,Beauty,13.847173585207296,Yes,3,Yes
643,50,Male,87926.32354112649,19,Beauty,41.6130998699058,No,4,Yes
644,45,Female,143075.38476004143,1,Clothing,41.78680439077851,No,1,No
645,51,Female,134071.10606508263,6,Home Goods,23.843813175200125,No,5,Yes
646,27,Male,55132.19997700182,12,Sports,40.22426145225998,No,4,Yes
647,45,Male,145586.17566672806,13,Sports,44.05646018284719,No,2,No
648,19,Female,100768.01837644933,11,Clothing,46.00802623844226,No,1,Yes
649,69,Male,26738.65388556477,14,Clothing,32.23404665950447,Yes,4,Yes
650,21,Female,120794.99955240762,10,Electronics,7.630770005200024,No,2,No
651,67,Female,38456.358668929206,18,Clothing,51.33737292321023,No,0,No
652,23,Female,75968.81400008698,11,Beauty,31.0242300552805,No,1,Yes
653,32,Male,124770.30201529076,5,Sports,47.55667058727664,No,0,No
654,44,Male,135525.68043450182,3,Electronics,13.961245869173752,No,3,No
655,65,Male,143121.7867241075,19,Home Goods,59.53241111089002,No,2,No
656,64,Male,63577.04615821345,20,Sports,25.65515580043897,No,4,No
657,19,Male,149523.46389154217,5,Beauty,13.579031951958967,No,4,No
658,51,Female,61286.28338394516,4,Electronics,15.05435669306135,No,0,No
659,26,Male,129928.56718868788,9,Clothing,28.90644502819101,No,3,Yes
660,48,Female,129069.6526033414,7,Beauty,43.19306983185936,No,5,Yes
661,66,Female,72194.26106196747,7,Electronics,58.80840858747535,No,3,Yes
662,51,Female,22848.73274075117,11,Sports,49.936303355604814,Yes,3,No
663,31,Male,102692.4860332405,0,Electronics,40.28401883145989,No,5,Yes
664,20,Female,22001.3359198701,7,Clothing,23.36134415751377,No,4,Yes
665,55,Female,95460.78812918048,20,Beauty,48.540071179306544,No,5,Yes
666,61,Female,79579.08339872534,5,Home Goods,3.452031048063255,Yes,4,No
667,54,Male,50209.96199728622,2,Electronics,4.68630592011143,Yes,1,No
668,20,Female,69051.34701521507,4,Home Goods,6.361715763809254,No,2,No
669,36,Female,52616.09593984332,15,Beauty,18.27595913749296,Yes,5,No
670,62,Female,77920.41303644583,20,Clothing,24.27851662760101,No,4,No
671,63,Male,71874.59129351651,10,Home Goods,43.54624261077121,No,1,No
672,61,Female,114703.78803100972,14,Electronics,14.350362714484614,No,4,No
673,69,Female,98875.12421326674,4,Electronics,2.2424092298228824,No,5,Yes
674,22,Male,112331.5638210305,13,Clothing,54.26921338249686,Yes,1,Yes
675,68,Female,103955.40564517678,7,Electronics,11.15965128599435,Yes,1,No
676,64,Male,91064.2686244125,7,Electronics,5.52072171753996,Yes,5,Yes
677,27,Male,52903.200093349136,3,Electronics,8.81566828705343,No,3,No
678,20,Male,83318.04944646166,2,Sports,16.050512537110386,Yes,0,No
679,38,Female,27511.472929527663,4,Electronics,9.24184998357338,No,4,No
680,47,Male,85963.55203331515,5,Electronics,37.0446568615252,Yes,0,No
681,50,Male,29330.854809446693,7,Home Goods,45.47232392065809,No,2,No
682,59,Male,115477.71116982689,18,Home Goods,49.05934751469666,No,4,Yes
683,70,Female,124576.83699833564,3,Sports,8.41132117621792,No,1,No
684,57,Male,138251.486526757,15,Clothing,28.80798585219903,Yes,0,No
685,33,Male,92992.99643473807,11,Electronics,29.504944088364468,No,3,Yes
686,37,Female,112875.14132926147,1,Sports,20.06846074158527,No,1,No
687,28,Female,20496.589945615804,9,Home Goods,36.85345282199785,No,0,No
688,30,Female,55849.7838726764,5,Electronics,55.04016278815807,No,4,Yes
689,18,Female,87934.95791377687,6,Electronics,59.96860575795223,Yes,4,Yes
690,66,Female,99768.5348508696,3,Sports,29.95780777481453,Yes,1,No
691,19,Male,124905.51381491916,13,Beauty,48.69311152738636,No,2,Yes
692,27,Male,146299.2498171366,8,Clothing,1.5906142229890494,Yes,5,Yes
693,43,Female,25514.89876689592,20,Sports,57.76955670040149,Yes,4,Yes
694,64,Male,98493.4088834204,5,Electronics,24.97869391912613,No,1,No
695,65,Female,141786.92006430193,11,Sports,56.08124690439468,No,1,No
696,40,Female,56238.78341389189,2,Beauty,19.34941321658236,No,1,No
697,25,Male,75390.83990574829,20,Home Goods,2.4740608546291174,Yes,0,Yes
698,35,Male,132680.14608578006,13,Electronics,43.77094065365753,Yes,5,Yes
699,26,Male,82665.33755457072,11,Clothing,34.729053822634576,No,3,Yes
700,23,Male,85899.6569350385,13,Home Goods,10.258119050196402,No,2,No
701,45,Female,147010.90407706265,2,Sports,52.76703337831367,No,3,No
702,34,Female,111921.24204467075,11,Beauty,3.926016984985081,No,3,Yes
703,54,Female,120311.498427219,9,Electronics,51.22440887436156,Yes,2,Yes
704,36,Female,130992.03982160673,16,Beauty,50.00751011647927,No,1,Yes
705,67,Female,119033.76487910064,12,Electronics,41.7200931656556,No,2,No
706,21,Female,38492.41792933551,15,Electronics,30.14476979927109,Yes,2,Yes
707,64,Male,35098.06482606833,7,Sports,12.47334763175651,No,5,No
708,23,Female,21434.064375724138,18,Beauty,52.30737100620344,No,2,No
709,54,Female,66425.75070906537,3,Sports,40.20258876850232,No,0,No
710,64,Female,74941.7956117692,2,Beauty,49.6318111694496,Yes,2,No
711,50,Male,137836.86893477343,9,Home Goods,54.02139439160717,No,1,No
712,62,Male,76169.99478274549,12,Beauty,10.731107584311133,No,4,No
713,32,Female,143039.34670955272,12,Home Goods,36.29306249637319,No,2,Yes
714,66,Male,130794.3036708536,16,Beauty,23.61988395428791,Yes,4,Yes
715,19,Male,149570.59100088698,19,Home Goods,21.76385647317483,No,2,No
716,64,Female,146645.27769612643,15,Clothing,49.29700059201337,No,2,No
717,54,Female,66425.75070906537,3,Sports,40.20258876850232,No,0,No
718,21,Male,71115.37613362989,10,Clothing,36.259178265015166,No,4,Yes
719,52,Male,87393.04285287653,2,Sports,46.699752907287525,No,2,No
720,65,Female,141786.92006430193,11,Sports,56.08124690439468,No,1,No
721,40,Male,91234.73356658008,10,Clothing,50.46557864743921,No,1,No
722,29,Male,96782.9184193029,6,Electronics,48.75622181930608,No,5,Yes
723,62,Male,89021.8981935722,3,Beauty,30.679581105864266,Yes,3,Yes
724,25,Female,63184.8343050286,16,Electronics,9.158707230880117,No,0,No
725,25,Male,79539.44867046429,1,Sports,4.368590870083152,No,2,No
726,47,Female,125446.09009135122,4,Electronics,16.096479907920553,No,5,No
727,31,Male,59425.76918378742,8,Beauty,44.47276088933874,No,3,Yes
728,50,Male,64894.45379183542,18,Sports,26.483193337603897,Yes,1,No
729,32,Male,144744.96376173434,18,Clothing,58.02697619475345,No,5,Yes
730,66,Male,59379.04474831504,10,Electronics,32.29502899930732,No,1,No
731,41,Female,27356.13529907303,15,Sports,39.25883993670465,Yes,4,Yes
732,56,Male,29322.54555019463,16,Sports,44.93122158182148,No,2,No
733,46,Male,142940.7591100367,12,Sports,22.60067395779632,Yes,3,Yes
734,40,Female,61115.11946480988,11,Clothing,3.121979616591356,No,3,No
735,49,Female,138198.62676200282,19,Electronics,58.12432161091142,No,1,No
736,21,Male,119595.0712634262,14,Electronics,44.35094686996532,Yes,4,Yes
737,64,Male,103828.2385229008,12,Sports,53.00320960707175,Yes,2,Yes
738,58,Male,115925.0480284988,16,Home Goods,4.154064043684271,No,2,No
739,53,Male,55997.58335911516,17,Home Goods,13.401326154411937,Yes,1,No
