,AdministrativeDuration,Informational,InformationalDuration,ProductRelatedDuration,ExitRates,PageValues,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Administrative,ProductRelated,BounceRates
2048,0.0,0.0,0.0,98.5,2.095620713235034,0.0,Mar,MacOS,Mozilla Firefox,,DT,Returning_Visitor,0.0,7.0,0.071428571
2049,0.0,0.0,0.0,810.0,-0.2377125920982992,0.0,Mar,Windows,Google Chrome,Region6,PST,Returning_Visitor,0.0,12.0,0.0
2050,0.0,0.0,0.0,903.0,1.162287396701701,0.0,Mar,Windows,Google Chrome,Region1,DT,Returning_Visitor,0.0,3.0,
2051,87.0,0.0,0.0,2973.008333,-0.2636385198908919,0.0,Mar,Windows,Google Chrome,Region8,DT,Returning_Visitor,5.0,86.0,0.002222222
2052,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Mar,Windows,Microsoft Edge,Region2,RT,Returning_Visitor,0.0,1.0,0.2
2053,17.0,0.0,0.0,1093.0,2.4456207104350343,0.0,Mar,Windows,Google Chrome,Region3,DT,Returning_Visitor,,7.0,0.0375
2054,0.0,0.0,0.0,137.0,2.095620713235034,0.0,Mar,Windows,Google Chrome,Region3,OT,Returning_Visitor,0.0,3.0,
2055,0.0,0.0,0.0,136.75,2.235620712115034,0.0,Mar,Windows,Google Chrome,,PST,,0.0,8.0,0.005
2056,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Mar,Linux,Google Chrome,Region3,DT,Returning_Visitor,,,0.2
2057,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Mar,Windows,Safari,Region1,DT,Returning_Visitor,0.0,1.0,0.2
2058,96.0,0.0,0.0,384.0,-0.0043792699649658,0.0,Mar,Linux,Google Chrome,Region1,OT,Returning_Visitor,,6.0,
2059,0.0,0.0,0.0,125.0,-0.0821570533427435,0.0,Mar,Windows,Google Chrome,Region3,DT,Returning_Visitor,0.0,9.0,0.0
2060,0.0,0.0,0.0,44.0,0.6956207244350342,0.0,Mar,Windows,Safari,Region1,RT,Returning_Visitor,0.0,2.0,0.0
2061,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Mar,Windows,Microsoft Edge,,RT,Returning_Visitor,0.0,1.0,0.2
2062,35.125,0.0,0.0,1975.458333,-0.4243792666049658,0.0,Mar,Windows,Google Chrome,Region3,RT,New_Visitor,4.0,,0.0
2063,71.5,0.0,0.0,758.75,-0.2688236998494104,0.0,Mar,Windows,Microsoft Edge,Region2,OT,Returning_Visitor,4.0,42.0,
2064,222.5,2.0,46.66666667,1267.155556,-0.2010174443918604,16.1728,Mar,Windows,Google Chrome,,OT,Returning_Visitor,9.0,20.0,0.001481481
2065,2.008,0.0,0.0,381.3333333,-0.4498338144013294,0.0,Mar,Windows,Safari,Region7,OT,New_Visitor,4.0,18.0,0.0
2066,33.5,1.0,91.0,1271.821212,-0.3822287389421701,1.592774194,Mar,MacOS,Vivaldi,Region4,DT,Returning_Visitor,2.0,31.0,
2067,0.0,0.0,0.0,827.6462121,-0.6879569844963441,54.67634844,Mar,Windows,Google Chrome,Region7,OT,Returning_Visitor,0.0,32.0,0.0
2068,0.0,0.0,0.0,36.0,3.8456206992350337,0.0,Mar,Linux,Google Chrome,,DT,Returning_Visitor,0.0,5.0,0.15
2069,120.5,0.0,0.0,1011.5,-0.4377125864982992,0.0,Mar,Windows,Google Chrome,Region1,DT,Returning_Visitor,7.0,19.0,0.0
2070,2.436,1.0,415.0,1267.233333,-0.4243792666049658,91.98,Mar,MacOS,Mozilla Firefox,Region3,DT,Returning_Visitor,5.0,20.0,
2071,53.0,1.0,97.0,4891.972222,-0.6439097928487216,0.0,Mar,Windows,Google Chrome,Region8,DT,Returning_Visitor,5.0,66.0,0.0
2072,0.0,0.0,0.0,694.3035714,-0.4889946420880428,11.99264025,Mar,MacOS,Mozilla Firefox,Region1,OT,Returning_Visitor,0.0,27.0,0.0
2073,148.5,1.0,118.0,4764.429997,-0.5465509936275921,33.33074497,Mar,Windows,Google Chrome,,OT,Returning_Visitor,4.0,150.0,0.0
2074,0.0,0.0,0.0,1350.5,-0.252766371977869,0.0,Mar,Windows,Microsoft Edge,Unknown,OT,Returning_Visitor,0.0,31.0,0.006451613
2075,0.0,1.0,56.0,1385.833333,-0.210261616317907,39.85866667,Mar,Windows,Google Chrome,Unknown,OT,Returning_Visitor,0.0,17.0,0.005882353
2076,6.0,0.0,0.0,500.0,1.3489540432083675,19.996,Mar,Windows,Google Chrome,,DT,Returning_Visitor,1.0,15.0,0.026666667
2077,26.0,0.0,0.0,285.9880952,-0.3543792671649658,0.0,Mar,MacOS,Mozilla Firefox,,ET,Returning_Visitor,2.0,22.0,0.0
2078,6.0,0.0,0.0,45.5,2.4956207020350343,0.0,Mar,MacOS,Mozilla Firefox,,RT,Returning_Visitor,1.0,6.0,0.057142857
2079,129.5,0.0,0.0,1507.333333,0.0831207293350341,0.0,Mar,Windows,Google Chrome,Region3,OT,Returning_Visitor,5.0,13.0,0.016666667
2080,223.0,1.0,24.0,1460.566667,-0.5177125898582992,0.0,Mar,Windows,Google Chrome,Region8,OT,New_Visitor,3.0,27.0,
2081,0.0,0.0,0.0,214.0,0.6956207244350342,0.0,Mar,Windows,Google Chrome,Region3,RT,Returning_Visitor,0.0,4.0,0.0
2082,0.0,0.0,0.0,136.5,0.2289540521683675,0.0,Mar,Linux,Tor,Region1,OT,Returning_Visitor,0.0,6.0,0.0
2083,0.0,0.0,0.0,254.0,1.745620716035034,0.0,Mar,MacOS,Mozilla Firefox,Region6,PST,Returning_Visitor,0.0,6.0,0.025
2084,5.0,0.0,0.0,545.5714286,-0.1224184770206521,26.12015415,Mar,Windows,Google Chrome,Unknown,OT,Returning_Visitor,1.0,13.0,0.013333333
2085,91.0,3.0,865.0,1244.833333,-0.5112758099097935,0.0,Mar,Windows,Google Chrome,,OT,New_Visitor,2.0,27.0,0.0
2086,78.0,0.0,0.0,555.8944444,-0.6377126088982991,24.75047619,Mar,MacOS,Mozilla Firefox,Region1,OT,New_Visitor,1.0,21.0,0.0
2087,0.0,0.0,0.0,429.6333333,-0.5570108415439132,0.0,Mar,Windows,Safari,,RT,Returning_Visitor,0.0,19.0,0.0
2088,0.0,0.0,0.0,111.0,-0.1443792688449658,0.0,Mar,Windows,Safari,,RT,Returning_Visitor,0.0,10.0,0.0
2089,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Mar,Linux,Google Chrome,,RT,Returning_Visitor,0.0,1.0,0.2
2090,46.5,0.0,0.0,402.6904762,-0.3543792671649658,0.0,Mar,Windows,Safari,Region1,DT,Returning_Visitor,3.0,16.0,0.0
2091,0.0,0.0,0.0,292.6944444,-0.5607895255136838,54.98,May,Linux,Google Chrome,Region4,SMT,Returning_Visitor,0.0,15.0,0.0
2092,0.0,0.0,0.0,654.0666667,-0.6637995646896034,0.0,May,Linux,Google Chrome,Region1,Unknown,Returning_Visitor,0.0,24.0,
2093,254.0,1.0,39.0,4990.959524,-0.2757632197938942,5.638103093,May,Windows,Google Chrome,Region1,Unknown,Returning_Visitor,2.0,95.0,0.004123711
2094,0.0,0.0,0.0,158.0,2.095620713235034,0.0,May,Windows,Google Chrome,,PMCT,,0.0,4.0,0.05
2095,0.0,0.0,0.0,3332.208333,-0.0122213139022295,0.0,May,Windows,Google Chrome,Region3,AT,Returning_Visitor,0.0,77.0,
2096,0.0,0.0,0.0,4164.936905,-0.3594375511244996,0.0,May,Linux,Google Chrome,,PMCT,Returning_Visitor,0.0,130.0,0.006153846
2097,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,1.0,0.2
2098,8.566,0.0,0.0,1194.5,-0.4889946420880428,11.51923077,May,Windows,Google Chrome,Region1,OT,New_Visitor,5.0,25.0,0.0
2099,154.5,0.0,0.0,638.3333333,0.6178429410572563,0.0,May,Windows,Microsoft Edge,Region4,SMT,Returning_Visitor,3.0,21.0,0.0
2100,0.0,0.0,0.0,152.25,0.0135694578914443,0.0,May,MacOS,Google Chrome,Region5,OT,Returning_Visitor,,13.0,0.030769231
2101,0.0,0.0,0.0,631.5,1.1073854171409168,0.0,May,Windows,Google Chrome,Region1,PMCT,Returning_Visitor,,,
2102,0.0,0.0,0.0,58.0,4.273398479812811,0.0,May,MacOS,Mozilla Firefox,Unknown,RT,Returning_Visitor,0.0,9.0,0.155555556
2103,598.0,3.0,144.5,6860.632738,0.3961798228305613,0.0,May,Windows,Google Chrome,Region1,OT,Returning_Visitor,7.0,83.0,
2104,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,2.0,0.2
2105,3.0,0.0,0.0,271.125,-0.6325843809393249,0.0,May,iOS,Google Chrome,,RT,New_Visitor,1.0,28.0,0.0
2106,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,MacOS,Mozilla Firefox,Region1,AT,Returning_Visitor,0.0,1.0,0.2
2107,7.0,0.0,0.0,2564.278157,-0.1138732690890138,0.0,May,MacOS,Mozilla Firefox,Region1,BCT,Returning_Visitor,1.0,,0.00917226
2108,0.0,0.0,0.0,896.5,-0.0043792699649658,14.6895,May,Windows,Microsoft Edge,Region1,CMCT,Returning_Visitor,0.0,,0.008333333
2109,2.269,0.0,0.0,4895.022989,-0.0513841015889272,0.0,May,Windows,Google Chrome,Region1,PMCT,Returning_Visitor,3.0,57.0,0.003333333
2110,9.788,2.0,9.0,2293.59902,0.2468752000249983,6.7485,May,Windows,Google Chrome,Region7,SMT,Returning_Visitor,6.0,58.0,0.008357771
2111,515.6,0.0,0.0,1449.683333,-0.6306950529544395,0.0,May,Windows,Google Chrome,Region4,OT,Returning_Visitor,4.0,77.0,0.0
2112,397.5,3.0,89.5,249.0,1.8622873911017008,0.0,May,Linux,Google Chrome,Region1,AT,Returning_Visitor,1.0,8.0,0.066666667
2113,16.5,0.0,0.0,37.5,0.2289540521683675,0.0,May,Windows,Google Chrome,Region1,RT,Returning_Visitor,2.0,5.0,0.0
2114,30.0,0.0,0.0,121.0,-0.0043792699649658,0.0,May,Linux,Opera,,RT,New_Visitor,2.0,10.0,
2115,60.0,1.0,30.0,1403.841919,-0.4498338144013294,20.2453697,May,Windows,Safari,Region1,OT,Returning_Visitor,,51.0,0.003636364
2116,0.0,0.0,0.0,227.0,0.6956207244350342,0.0,May,Linux,Google Chrome,Region6,PMCT,Returning_Visitor,0.0,8.0,0.025
2117,0.0,0.0,0.0,228.0,1.395620718835034,0.0,May,Windows,Google Chrome,Region3,RT,Returning_Visitor,0.0,8.0,0.025
2118,22.75,0.0,0.0,461.0833333,-0.3835459429316324,17.991,May,Windows,Google Chrome,,SMT,Returning_Visitor,1.0,16.0,0.0
2119,0.0,0.0,0.0,12.0,2.095620713235034,0.0,May,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,2.0,0.0
2120,46.5,0.0,0.0,762.5,-0.3260008753919929,0.0,May,Windows,Google Chrome,Region1,SMT,Returning_Visitor,4.0,34.0,0.0
2121,0.0,0.0,0.0,74.5,1.535620717715034,0.0,May,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,5.0,0.0
2122,27.0,0.0,0.0,898.0,0.4802361021581111,10.94723077,May,Windows,Google Chrome,Region1,RT,Returning_Visitor,3.0,21.0,0.015384615
2123,23.0,0.0,0.0,91.0,-0.3543792671649658,0.0,May,Windows,Google Chrome,Region6,VT,Returning_Visitor,3.0,5.0,0.0
2124,0.0,0.0,0.0,583.1666667,0.1552698407578412,0.0,May,Windows,Safari,Region1,RT,Returning_Visitor,0.0,19.0,0.010526316
2125,62.0,0.0,0.0,392.9285714,-0.0043792699649658,0.0,May,Linux,Google Chrome,Region3,OT,New_Visitor,3.0,13.0,0.0125
2126,102.0,0.0,0.0,177.5,0.0422874056617007,0.0,May,Windows,Google Chrome,Region4,RT,,2.0,13.0,0.0
2127,0.0,0.0,0.0,436.0,1.521261729829906,0.0,May,MacOS,Mozilla Firefox,Region4,OT,Returning_Visitor,0.0,13.0,0.030769231
2128,61.0,0.0,0.0,2819.966667,-0.0214524378283805,0.0,May,Windows,Google Chrome,Region1,PMCT,Returning_Visitor,3.0,79.0,0.006097561
2129,0.0,0.0,0.0,4.0,2.095620713235034,0.0,May,Windows,Microsoft Edge,,DT,Returning_Visitor,,2.0,0.0
2130,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,Windows,Safari,Unknown,RT,Returning_Visitor,0.0,1.0,
2131,0.0,0.0,0.0,1888.5,-0.4609010103127919,46.00643478,May,Windows,Google Chrome,Region4,SMT,New_Visitor,0.0,23.0,0.0
2132,2.384,7.0,300.9,1801.371429,0.4272579745819361,8.08269,May,Windows,Mozilla Firefox,Region1,SMT,Returning_Visitor,7.0,33.0,0.0055
2133,92.0,0.0,0.0,13158.66667,0.4663103862695167,0.0,May,Windows,Opera,Region4,SMT,Returning_Visitor,1.0,,0.006896552
2134,0.0,0.0,0.0,140.0,0.2289540521683675,0.0,May,Windows,Opera,Region3,AT,Returning_Visitor,0.0,6.0,0.0
2135,0.0,0.0,0.0,252.5,-0.1443792688449658,0.0,May,Windows,Google Chrome,Unknown,OT,Returning_Visitor,0.0,5.0,0.0
2136,0.0,0.0,0.0,666.0,-0.1952883644376931,0.0,May,Windows,Safari,Region8,OT,Returning_Visitor,0.0,12.0,0.0
2137,0.0,0.0,0.0,851.3333333,0.2037288243701692,0.0,May,iOS,Mozilla Firefox,Unknown,SMT,Returning_Visitor,0.0,36.0,0.010810811
2138,0.0,0.0,0.0,224.0,-0.0730067094159463,0.0,May,MacOS,Google Chrome,Region3,SMT,Returning_Visitor,0.0,18.0,0.011764706
2139,0.0,0.0,0.0,253.3333333,1.3417745632658034,0.0,May,Windows,Google Chrome,Region5,RT,Returning_Visitor,0.0,13.0,
2140,1.759,0.0,0.0,717.2190476,-0.2267321961861424,0.0,May,Windows,Google Chrome,Region5,SMT,Returning_Visitor,9.0,28.0,0.005882353
2141,0.0,0.0,0.0,370.3333333,0.8228934634168521,0.0,May,Windows,Google Chrome,Region4,PMCT,Returning_Visitor,0.0,22.0,0.018181818
2142,0.0,0.0,0.0,0.0,4.895620690835034,0.0,,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,1.0,0.2
2143,47.0,0.0,0.0,5198.533333,-0.1473900248208798,0.0,May,Windows,Safari,Region2,OT,Returning_Visitor,4.0,29.0,0.0
2144,92.0,0.0,0.0,1148.838095,0.0037198979702407,32.06509091,May,Linux,Google Chrome,,RT,Returning_Visitor,4.0,19.0,0.012121212
2145,4.0,0.0,0.0,152.6666667,1.6289540409683674,0.0,May,Windows,Google Chrome,Region3,AT,Returning_Visitor,1.0,13.0,0.033333333
2146,0.0,0.0,0.0,474.0,-0.2377125920982992,0.0,May,Windows,Safari,,OT,New_Visitor,,6.0,0.0
2147,0.0,0.0,0.0,907.5,0.1667318366661452,0.0,May,Windows,Google Chrome,Region7,OT,Returning_Visitor,0.0,15.0,0.006666667
2148,0.0,0.0,0.0,505.3333333,2.75117625199059,0.0,May,Windows,Google Chrome,Region1,AT,Returning_Visitor,0.0,12.0,0.083333333
2149,0.0,0.0,0.0,497.0,0.5672874014617008,0.0,May,Linux,Google Chrome,Region1,DT,Returning_Visitor,0.0,20.0,0.015
2150,6.753,0.0,0.0,1103.916667,-0.5900935412792516,0.0,May,Windows,Safari,Region4,SMT,Returning_Visitor,2.0,46.0,0.0
2151,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,Linux,Google Chrome,Region4,RT,Returning_Visitor,0.0,4.0,0.2
2152,37.0,1.0,18.0,430.5,-0.5043792699649658,0.0,May,Windows,Google Chrome,Region2,OT,Returning_Visitor,2.0,25.0,0.0
2153,129.0,0.0,0.0,866.7,0.2504594239963245,18.11148387,May,Linux,Google Chrome,Unknown,DT,Returning_Visitor,2.0,,0.011827957
2154,0.0,0.0,0.0,1492.166667,0.8511762911905895,0.0,May,Windows,Google Chrome,Region3,OT,Returning_Visitor,0.0,21.0,0.023809524
2155,0.0,0.0,0.0,17.0,3.295620707635033,0.0,May,Windows,Safari,Region3,RT,Returning_Visitor,0.0,7.0,
2156,0.0,0.0,0.0,137.5,0.2289540521683675,0.0,May,Windows,Google Chrome,Region1,RT,Returning_Visitor,0.0,,
2157,0.0,0.0,0.0,950.3285714,1.717842952257256,0.0,May,Windows,Google Chrome,Region4,DT,Returning_Visitor,0.0,20.0,
2158,0.0,0.0,0.0,7.0,2.095620713235034,0.0,,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,2.0,0.0
2159,0.0,0.0,0.0,286.0,1.0067318299461452,0.0,May,Windows,Google Chrome,Region9,Unknown,Returning_Visitor,0.0,18.0,0.011111111
2160,144.0,0.0,0.0,1711.333333,-0.4803792661569658,0.0,May,Windows,Google Chrome,Region1,DT,Returning_Visitor,2.0,25.0,
2161,6.0,0.0,0.0,2487.333333,1.162287396701701,0.0,May,Windows,Google Chrome,,LST,Returning_Visitor,1.0,,0.018604651
2162,0.0,0.0,0.0,829.5,0.4156207266750341,0.0,May,Windows,Google Chrome,Region3,OT,Returning_Visitor,0.0,,
2163,0.0,0.0,0.0,88.0,2.5622873855017003,0.0,May,Linux,Google Chrome,Region1,AT,Returning_Visitor,1.0,7.0,0.0625
2164,89.5,0.0,0.0,1163.333333,-0.4418792664649658,26.983125,May,Linux,Google Chrome,Region3,SMT,New_Visitor,7.0,26.0,0.0
2165,91.75,0.0,0.0,1171.333333,-0.1843792565249659,0.0,May,Linux,Google Chrome,Region2,SMT,Returning_Visitor,,20.0,0.003174603
2166,0.0,0.0,0.0,149.0,3.651176268790589,0.0,May,Windows,Google Chrome,Region7,RT,Returning_Visitor,0.0,8.0,0.133333333
2167,81.0,0.0,0.0,131.5,-0.6182254210541966,0.0,May,Linux,Google Chrome,Region1,SMT,Returning_Visitor,1.0,12.0,0.0
2168,0.0,0.0,0.0,81.5,-0.0043792699649658,0.0,May,MacOS,Mozilla Firefox,Unknown,SMT,Returning_Visitor,0.0,4.0,0.0
2169,296.0,0.0,0.0,394.5,-0.5488236976094104,28.39833333,May,Windows,Google Chrome,Region8,OT,New_Visitor,3.0,9.0,0.0
2170,0.0,0.0,0.0,336.0,-0.1793792685649659,0.0,May,Windows,Google Chrome,,SMT,,,17.0,0.0
2171,0.0,0.0,0.0,452.797619,-0.0603792695169658,16.82505,May,MacOS,Mozilla Firefox,Region1,SMT,Returning_Visitor,0.0,21.0,0.0
2172,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,Windows,Google Chrome,,DT,Returning_Visitor,,1.0,0.2
2173,2.691,0.0,0.0,2281.208333,0.5893244372854043,0.0,May,Linux,Google Chrome,Region6,SMT,Returning_Visitor,3.0,36.0,0.022916667
2174,168.75,0.0,0.0,1262.833333,-0.5908657532730739,20.39448649,May,Windows,Google Chrome,Region3,SMT,Returning_Visitor,3.0,36.0,0.0
2175,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,MacOS,Mozilla Firefox,Region4,RT,Returning_Visitor,0.0,1.0,0.2
2176,0.0,0.0,0.0,643.0,3.4956207020350334,0.0,May,Windows,Google Chrome,,CMCT,Returning_Visitor,0.0,1.0,0.133333333
2177,0.0,0.0,0.0,189.0,2.5622873855017003,0.0,May,Windows,Opera,Region1,RT,Returning_Visitor,0.0,6.0,0.066666667
2178,4.308,1.0,262.0,2338.567766,0.10503249315974,9.609529412,May,Linux,Google Chrome,Region4,SMT,Returning_Visitor,3.0,49.0,0.023529412
2179,0.0,0.0,0.0,181.0,-0.2377125920982992,0.0,May,Linux,Google Chrome,Region1,RT,Returning_Visitor,0.0,6.0,0.0
2180,0.0,0.0,0.0,597.8333333,-0.1210459450316324,0.0,May,Windows,Google Chrome,Region2,DT,Returning_Visitor,0.0,24.0,0.008333333
2181,150.5,0.0,0.0,549.0833333,-0.324379255404966,2.663333333,May,MacOS,Mozilla Firefox,Region1,OT,Returning_Visitor,7.0,28.0,0.0
2182,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,Linux,Google Chrome,Region3,DT,Returning_Visitor,0.0,,
2183,0.0,0.0,0.0,170.0,2.095620713235034,0.0,May,Windows,Google Chrome,Region6,RT,Returning_Visitor,0.0,10.0,0.04
2184,53.0,0.0,0.0,46.0,0.8636207230910341,0.0,May,Linux,Google Chrome,,OT,Returning_Visitor,,4.0,0.026666667
2185,102.0,2.0,108.0,1742.325216,-0.4459717184322261,0.0,May,MacOS,Mozilla Firefox,Unknown,OT,Returning_Visitor,3.0,51.0,0.003636364
2186,47.5,0.0,0.0,787.2,-0.3649853310801173,2.782886364,May,Windows,Google Chrome,Region4,SMT,Returning_Visitor,5.0,40.0,0.0
2187,0.0,0.0,0.0,1239.5,1.958365806333073,0.0,May,Windows,Google Chrome,Region1,OT,Returning_Visitor,0.0,33.0,0.070588235
2188,724.5,0.0,0.0,867.3333333,-0.6812387765500897,59.988,May,MacOS,Mozilla Firefox,Region1,OT,Returning_Visitor,,23.0,0.0
2189,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,Windows,Google Chrome,Region1,PMCT,Returning_Visitor,0.0,1.0,0.2
2190,0.0,1.0,0.0,4093.430519,0.513611849891105,0.0,May,Windows,Google Chrome,Region8,PMCT,Returning_Visitor,0.0,,0.005816216
2191,7.5,0.0,0.0,216.1666667,0.9400651744794783,0.0,May,Windows,Microsoft Edge,Region1,RT,Returning_Visitor,,19.0,0.038095238
2192,28.0,4.0,162.0,659.0833333,-0.1320335929437313,21.1162963,May,Windows,Google Chrome,Region8,DT,Returning_Visitor,1.0,23.0,0.013580247
2193,130.5,2.0,51.0,2265.529221,-0.5923792652609658,14.792,May,Linux,Google Chrome,Region4,OT,Returning_Visitor,4.0,43.0,0.004
2194,0.0,0.0,0.0,729.0,1.2789540437683673,0.0,May,Windows,Google Chrome,Region8,DT,Returning_Visitor,0.0,,0.041666667
2195,0.0,0.0,0.0,1299.5,1.2434467960524254,0.0,May,Windows,Google Chrome,Region1,SMT,Returning_Visitor,,23.0,0.034782609
2196,0.0,0.0,0.0,103.0,0.6956207244350342,0.0,May,Windows,Brave,Region1,RT,Returning_Visitor,0.0,6.0,0.0
2197,0.0,0.0,0.0,129.3333333,-0.3543792671649658,0.0,May,Windows,Opera,Region1,DT,Returning_Visitor,0.0,16.0,
2198,0.0,0.0,0.0,162.0,0.6956207244350342,0.0,May,Windows,Safari,Region1,SMT,Returning_Visitor,0.0,2.0,0.0
2199,96.0,0.0,0.0,122.0,0.6956207244350342,0.0,May,MacOS,Mozilla Firefox,Region1,BCT,Returning_Visitor,2.0,5.0,
2200,228.125,0.0,0.0,1294.251207,-0.2835244277318046,4.508271053,May,Windows,Google Chrome,Region3,PMCT,Returning_Visitor,7.0,71.0,0.002631579
2201,1.331,2.0,80.0,246.7916667,-0.4710459422316325,0.0,May,Windows,Google Chrome,Region1,RT,New_Visitor,7.0,10.0,0.0
2202,357.25,3.0,115.0,2889.25,-0.5083792659329659,54.9759,May,Windows,Google Chrome,Region1,SMT,Returning_Visitor,9.0,45.0,0.0
2203,0.0,3.0,470.0,3882.025758,-0.1195183490438532,10.21229767,May,Windows,Safari,Region1,DT,,,84.0,0.004909561
2204,14.0,0.0,0.0,4207.666667,-0.1210459450316324,0.0,May,Windows,Google Chrome,Region3,PMCT,Returning_Visitor,3.0,25.0,0.008333333
2205,6.0,0.0,0.0,199.5,0.6956207244350342,0.0,May,Linux,Google Chrome,,OT,Returning_Visitor,1.0,18.0,0.016666667
2206,0.0,0.0,0.0,2529.75,1.7672256558621944,0.0,May,Windows,Microsoft Edge,Region1,DT,Returning_Visitor,0.0,,0.066666667
2207,0.0,0.0,0.0,2081.0,2.095620713235034,0.0,May,Windows,Microsoft Edge,Region2,DT,Returning_Visitor,0.0,9.0,0.044444444
2208,4.186,0.0,0.0,1845.666667,-0.0340762377273901,23.069,May,Windows,Google Chrome,Region1,CMCT,Returning_Visitor,2.0,21.0,0.018787879
2209,3.351,1.0,8.0,1927.031548,-0.2989030636087755,2.846779661,May,MacOS,Mozilla Firefox,Region9,RT,Returning_Visitor,6.0,51.0,0.003954802
2210,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,MacOS,Mozilla Firefox,Region7,RT,,0.0,1.0,0.2
2211,0.0,0.0,0.0,831.9333333,-0.1340089089279287,0.0,May,Linux,Google Chrome,Region6,FT,Returning_Visitor,0.0,11.0,0.0
2212,10.0,0.0,0.0,706.2996032,-0.6360865929113072,0.0,May,Windows,Google Chrome,,OT,Returning_Visitor,1.0,82.0,0.0
2213,329.297,1.0,75.0,1888.547619,0.0208459578332323,24.63837838,May,MacOS,Mozilla Firefox,Region9,SMT,Returning_Visitor,9.0,32.0,0.010810811
2214,9.198,3.0,58.95238095,2407.322811,-0.4126551346987589,0.0,May,Linux,Google Chrome,Region3,SMT,Returning_Visitor,6.0,54.0,
2215,47.0,0.0,0.0,1528.382468,-0.5710459254316326,17.69657143,May,MacOS,Mozilla Firefox,Region1,SMT,New_Visitor,2.0,42.0,0.0
2216,153.275,3.0,394.0,599.1,0.1398631488810947,22.3392,May,MacOS,Mozilla Firefox,Region3,SMT,Returning_Visitor,6.0,25.0,0.013333333
2217,86.0,0.0,0.0,4656.800366,0.3718969910248239,5.185457275,May,Windows,Google Chrome,Region1,OT,Returning_Visitor,4.0,34.0,0.006306306
2218,0.0,0.0,0.0,151.2,0.7889540476883674,0.0,May,ChromeOS,Mozilla Firefox,Region3,DT,Returning_Visitor,0.0,5.0,
2219,89.0,3.0,12.0,5378.045851,0.5959323252325412,4.374401266,May,Windows,Google Chrome,Region8,RT,Returning_Visitor,6.0,75.0,0.02013261
2220,0.0,0.0,0.0,212.0,0.095620741235034,0.0,May,Linux,Tor,Region5,DT,Returning_Visitor,,,0.028571429
2221,2.0,0.0,0.0,0.0,2.095620713235034,0.0,May,MacOS,Mozilla Firefox,Region3,OT,Returning_Visitor,2.0,0.0,
2222,0.0,0.0,0.0,748.4,0.295620735635034,43.19228571,May,Windows,Google Chrome,Region3,SMT,Returning_Visitor,0.0,,0.014285714
2223,0.0,0.0,0.0,314.8333333,0.17983124456135,0.0,May,Windows,Google Chrome,Region1,RT,Returning_Visitor,0.0,,0.010526316
2224,0.0,0.0,0.0,867.8333333,0.0889540532883675,0.0,May,Windows,Google Chrome,,AT,Returning_Visitor,1.0,19.0,0.015
2225,0.0,2.0,56.0,379.0,0.1356207289150341,0.0,May,Windows,Google Chrome,Region2,SMT,New_Visitor,0.0,9.0,0.0
2226,48.0,0.0,0.0,66.5,2.095620713235034,0.0,May,Linux,Google Chrome,Region1,RT,Returning_Visitor,2.0,3.0,0.05
2227,527.0,3.0,213.0,994.8222222,-0.6080351851357184,0.0,May,Linux,Google Chrome,Region1,OT,Returning_Visitor,10.0,26.0,0.0
2228,135.5,0.0,0.0,824.6666667,-0.5945753332433973,0.0,May,Windows,Google Chrome,,SMT,Returning_Visitor,1.0,50.0,0.0
2229,0.0,0.0,0.0,0.0,4.895620690835034,0.0,May,MacOS,Vivaldi,Region7,SMT,Returning_Visitor,0.0,1.0,0.2
2230,133.5,4.0,191.0,443.9333333,-0.1443792688449658,0.0,May,MacOS,Mozilla Firefox,Region3,AT,Returning_Visitor,3.0,15.0,0.0
2231,186.1,0.0,0.0,906.3,0.0135694578914443,20.91692308,May,Windows,Google Chrome,Region1,DT,Returning_Visitor,7.0,32.0,0.005128205
2232,0.0,0.0,0.0,57.0,1.162287396701701,0.0,May,Windows,Microsoft Edge,Region1,OT,Returning_Visitor,0.0,3.0,0.0
2233,0.0,0.0,0.0,117.0,1.7845096077239226,0.0,May,Linux,Google Chrome,Region4,RT,Returning_Visitor,,,0.083333333
