"año";"NCODI";"ccaa_Codigo";"ccaa";"cod_finalidad agrupada";"Finalidad_agrupada";"cod_depend_agrupada";"Depend_agrupada"
2010;594,00;"09";"CATALUÑA";"1";"Agudos";"2";"Privados"
2010;237,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;16,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;768,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;617,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;297,00;"09";"CATALUÑA";"1";"Agudos";"2";"Privados"
2010;105,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;544,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;804,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;470,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;104,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;20,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;550,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;112,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;818,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;595,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;433,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;1058,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;261,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;730,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;577,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;788,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;865,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;979,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;998,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;221,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;462,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;506,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;727,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;355,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;487,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;938,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;886,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;835,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;999,00;"07";"CASTILLA Y LEÓN";"2";"Otros";"1";"Públicos_SNS"
2010;798,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;504,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;247,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;216,00;"09";"CATALUÑA";"1";"Agudos";"2";"Privados"
2010;654,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;65,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;472,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;427,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;491,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;551,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;106,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;819,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;836,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;915,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;942,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;748,00;"21";"LA RIOJA-CEUTA-MELILLA";"1";"Agudos";"1";"Públicos_SNS"
2010;198,00;"21";"LA RIOJA-CEUTA-MELILLA";"2";"Otros";"2";"Privados"
2010;871,00;"21";"LA RIOJA-CEUTA-MELILLA";"1";"Agudos";"1";"Públicos_SNS"
2010;948,00;"21";"LA RIOJA-CEUTA-MELILLA";"1";"Agudos";"2";"Privados"
2010;1051,00;"21";"LA RIOJA-CEUTA-MELILLA";"2";"Otros";"1";"Públicos_SNS"
2010;1083,00;"21";"LA RIOJA-CEUTA-MELILLA";"2";"Otros";"1";"Públicos_SNS"
2010;679,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;176,00;"12";"GALICIA";"1";"Agudos";"2";"Privados"
2010;537,00;"12";"GALICIA";"1";"Agudos";"2";"Privados"
2010;39,00;"12";"GALICIA";;;"1";"Públicos_SNS"
2010;608,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;596,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;749,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;758,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;724,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;436,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;567,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;677,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;670,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;588,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;446,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;753,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;887,00;"13";"MADRID";"2";"Otros";"1";"Públicos_SNS"
2010;388,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;585,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;245,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;603,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;426,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;232,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;288,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;246,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;284,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;18,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;356,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;401,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;733,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;243,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;380,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;716,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;534,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;185,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;258,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;505,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;268,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;602,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;254,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;705,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;133,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;33,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;143,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;36,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;756,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;662,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;192,00;"13";"MADRID";"2";"Otros";"1";"Públicos_SNS"
2010;382,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;322,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;478,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;352,00;"13";"MADRID";"2";"Otros";"1";"Públicos_SNS"
2010;628,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;291,00;"13";"MADRID";"2";"Otros";"1";"Públicos_SNS"
2010;495,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;845,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;498,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;314,00;"13";"MADRID";"2";"Otros";"1";"Públicos_SNS"
2010;25,00;"12";"GALICIA";"2";"Otros";"2";"Privados"
2010;26,00;"12";"GALICIA";"2";"Otros";"2";"Privados"
2010;890,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;904,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;957,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;939,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;236,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;735,00;"05";"CANARIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;146,00;"05";"CANARIAS";"2";"Otros";"1";"Públicos_SNS"
2010;363,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;187,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;265,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;720,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;721,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;485,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;273,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;846,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;847,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;848,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;864,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;916,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;930,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;954,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;943,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;949,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;980,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;981,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;1024,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;1017,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;1000,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;1018,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;1001,00;"13";"MADRID";"1";"Agudos";"2";"Privados"
2010;1007,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;1008,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;1009,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;1010,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;1011,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;1012,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;1013,00;"13";"MADRID";"1";"Agudos";"1";"Públicos_SNS"
2010;1041,00;"13";"MADRID";"2";"Otros";"2";"Privados"
2010;789,00;"01";"ANDALUCÍA";"2";"Otros";"2";"Privados"
2010;326,00;"01";"ANDALUCÍA";"2";"Otros";"2";"Privados"
2010;442,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;294,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;378,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;402,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;29,00;"01";"ANDALUCÍA";"2";"Otros";"2";"Privados"
2010;450,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;656,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;333,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;668,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;684,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;422,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;763,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;741,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;553,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;357,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;899,00;"01";"ANDALUCÍA";"2";"Otros";"2";"Privados"
2010;900,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;932,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;950,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;966,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;967,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;982,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;1014,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;1048,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;1080,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;722,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;660,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;75,00;"14";"REGIÓN DE MURCIA";;;"1";"Públicos_SNS"
2010;249,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"2";"Privados"
2010;275,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"2";"Privados"
2010;227,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"2";"Privados"
2010;150,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"2";"Privados"
2010;47,00;"14";"REGIÓN DE MURCIA";"2";"Otros";"2";"Privados"
2010;172,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"2";"Privados"
2010;581,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;120,00;"14";"REGIÓN DE MURCIA";"2";"Otros";"2";"Privados"
2010;445,00;"14";"REGIÓN DE MURCIA";"2";"Otros";"2";"Privados"
2010;471,00;"14";"REGIÓN DE MURCIA";"2";"Otros";"2";"Privados"
2010;53,00;"14";"REGIÓN DE MURCIA";"2";"Otros";"2";"Privados"
2010;199,00;"14";"REGIÓN DE MURCIA";"2";"Otros";"2";"Privados"
2010;575,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;528,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;631,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;699,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;823,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;849,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;869,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"2";"Privados"
2010;955,00;"14";"REGIÓN DE MURCIA";"2";"Otros";"2";"Privados"
2010;983,00;"14";"REGIÓN DE MURCIA";"2";"Otros";"2";"Privados"
2010;1002,00;"14";"REGIÓN DE MURCIA";"2";"Otros";"2";"Privados"
2010;1015,00;"14";"REGIÓN DE MURCIA";"1";"Agudos";"1";"Públicos_SNS"
2010;703,00;"15";"C. FORAL DE NAVARRA";"1";"Agudos";"1";"Públicos_SNS"
2010;474,00;"15";"C. FORAL DE NAVARRA";"1";"Agudos";"1";"Públicos_SNS"
2010;51,00;"15";"C. FORAL DE NAVARRA";;;"1";"Públicos_SNS"
2010;441,00;"15";"C. FORAL DE NAVARRA";"1";"Agudos";"2";"Privados"
2010;327,00;"15";"C. FORAL DE NAVARRA";"2";"Otros";"2";"Privados"
2010;690,00;"15";"C. FORAL DE NAVARRA";"1";"Agudos";"2";"Privados"
2010;262,00;"15";"C. FORAL DE NAVARRA";"1";"Agudos";"2";"Privados"
2010;403,00;"15";"C. FORAL DE NAVARRA";"1";"Agudos";"2";"Privados"
2010;312,00;"15";"C. FORAL DE NAVARRA";"2";"Otros";"2";"Privados"
2010;507,00;"15";"C. FORAL DE NAVARRA";"1";"Agudos";"1";"Públicos_SNS"
2010;589,00;"15";"C. FORAL DE NAVARRA";"1";"Agudos";"1";"Públicos_SNS"
2010;665,00;"15";"C. FORAL DE NAVARRA";"1";"Agudos";"1";"Públicos_SNS"
2010;334,00;"15";"C. FORAL DE NAVARRA";"2";"Otros";"2";"Privados"
2010;751,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;186,00;"12";"GALICIA";"1";"Agudos";"2";"Privados"
2010;646,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;536,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;242,00;"12";"GALICIA";"1";"Agudos";"2";"Privados"
2010;490,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;500,00;"03";"ASTURIAS";"1";"Agudos";"2";"Privados"
2010;206,00;"03";"ASTURIAS";"1";"Agudos";"2";"Privados"
2010;58,00;"03";"ASTURIAS";"2";"Otros";"2";"Privados"
2010;572,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;180,00;"03";"ASTURIAS";"1";"Agudos";"2";"Privados"
2010;549,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;582,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;743,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;795,00;"03";"ASTURIAS";"1";"Agudos";"2";"Privados"
2010;269,00;"03";"ASTURIAS";"1";"Agudos";"2";"Privados"
2010;634,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;1,00;"03";"ASTURIAS";"1";"Agudos";"2";"Privados"
2010;717,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;373,00;"03";"ASTURIAS";"2";"Otros";"2";"Privados"
2010;535,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;824,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;888,00;"03";"ASTURIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;902,00;"03";"ASTURIAS";"2";"Otros";"2";"Privados"
2010;968,00;"03";"ASTURIAS";"2";"Otros";"2";"Privados"
2010;346,00;"07";"CASTILLA Y LEÓN";"2";"Otros";"2";"Privados"
2010;27,00;"07";"CASTILLA Y LEÓN";"2";"Otros";"2";"Privados"
2010;165,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;956,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;413,00;"05";"CANARIAS";"2";"Otros";"1";"Públicos_SNS"
2010;149,00;"05";"CANARIAS";"2";"Otros";"2";"Privados"
2010;612,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;559,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;7,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;283,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;37,00;"05";"CANARIAS";"2";"Otros";"2";"Privados"
2010;153,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;547,00;"05";"CANARIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;397,00;"05";"CANARIAS";"2";"Otros";"1";"Públicos_SNS"
2010;556,00;"05";"CANARIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;42,00;"05";"CANARIAS";"2";"Otros";"2";"Privados"
2010;31,00;"05";"CANARIAS";"2";"Otros";"2";"Privados"
2010;740,00;"05";"CANARIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;217,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;863,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;889,00;"05";"CANARIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;984,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;34,00;"12";"GALICIA";"2";"Otros";"2";"Privados"
2010;791,00;"12";"GALICIA";"1";"Agudos";"2";"Privados"
2010;181,00;"12";"GALICIA";"2";"Otros";"2";"Privados"
2010;430,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;715,00;"12";"GALICIA";"1";"Agudos";"1";"Públicos_SNS"
2010;521,00;"12";"GALICIA";"1";"Agudos";"2";"Privados"
2010;524,00;"12";"GALICIA";"1";"Agudos";"2";"Privados"
2010;432,00;"12";"GALICIA";"1";"Agudos";"2";"Privados"
2010;19,00;"12";"GALICIA";"1";"Agudos";"2";"Privados"
2010;295,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;496,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;77,00;"05";"CANARIAS";"2";"Otros";"1";"Públicos_SNS"
2010;391,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;63,00;"05";"CANARIAS";"2";"Otros";"2";"Privados"
2010;240,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;448,00;"05";"CANARIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;151,00;"05";"CANARIAS";"2";"Otros";"1";"Públicos_SNS"
2010;425,00;"05";"CANARIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;300,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;339,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;826,00;"05";"CANARIAS";"1";"Agudos";"2";"Privados"
2010;874,00;"05";"CANARIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;905,00;"05";"CANARIAS";"1";"Agudos";"1";"Públicos_SNS"
2010;736,00;"06";"CANTABRIA";"1";"Agudos";"1";"Públicos_SNS"
2010;459,00;"06";"CANTABRIA";"1";"Agudos";"1";"Públicos_SNS"
2010;320,00;"06";"CANTABRIA";"2";"Otros";"2";"Privados"
2010;45,00;"06";"CANTABRIA";"2";"Otros";"2";"Privados"
2010;292,00;"06";"CANTABRIA";;;"1";"Públicos_SNS"
2010;618,00;"06";"CANTABRIA";"1";"Agudos";"1";"Públicos_SNS"
2010;463,00;"06";"CANTABRIA";"1";"Agudos";"1";"Públicos_SNS"
2010;891,00;"06";"CANTABRIA";;;"2";"Privados"
2010;958,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;244,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;28,00;"07";"CASTILLA Y LEÓN";"2";"Otros";"1";"Públicos_SNS"
2010;444,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;479,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;285,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;253,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;481,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;540,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;332,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;41,00;"01";"ANDALUCÍA";"2";"Otros";"2";"Privados"
2010;510,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;305,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;708,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;755,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;750,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;696,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;434,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;421,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;827,00;"01";"ANDALUCÍA";;;"1";"Públicos_SNS"
2010;933,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;1030,00;"01";"ANDALUCÍA";"1";"Agudos";"2";"Privados"
2010;1003,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;1050,00;"01";"ANDALUCÍA";"1";"Agudos";"1";"Públicos_SNS"
2010;934,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;629,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;21,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;615,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;626,00;"09";"CATALUÑA";"1";"Agudos";"2";"Privados"
2010;417,00;"09";"CATALUÑA";"1";"Agudos";"2";"Privados"
2010;597,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;539,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;343,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;135,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;158,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;775,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;177,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;578,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;416,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;561,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;828,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;860,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;935,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;936,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;986,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;987,00;"09";"CATALUÑA";"1";"Agudos";"1";"Públicos_SNS"
2010;1021,00;"09";"CATALUÑA";"2";"Otros";"1";"Públicos_SNS"
2010;658,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;353,00;"02";"ARAGÓN";"2";"Otros";"1";"Públicos_SNS"
2010;323,00;"02";"ARAGÓN";"2";"Otros";"1";"Públicos_SNS"
