"año";"NCODI";"camas instaladas";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2010;729,00;"Más de 1.000 camas";31;8;33;4;1071;31;8;33;4;21;3;61;80;0;27;0;5
2010;182,00;"Menos de 200 camas";5;1;7;0;138;5;1;7;0;3;0;0;0;0;0;9;1
2010;633,00;"Menos de 200 camas";0;0;5;0;140;0;0;5;0;2;0;0;0;0;0;23;0
2010;685,00;"200 - 500 camas";6;2;6;0;228;6;2;6;0;4;0;12;20;0;0;0;0
2010;683,00;"Menos de 200 camas";4;2;5;0;128;4;2;5;0;3;0;4;0;0;4;0;0
2010;945,00;"Menos de 200 camas";3;2;4;0;35;3;2;4;0;4;0;8;0;0;0;8;0
2010;953,00;"Menos de 200 camas";0;0;4;0;2;0;0;2;0;0;0;0;0;0;6;0;0
2010;1022,00;"Menos de 200 camas";0;0;2;0;16;0;0;2;0;2;0;0;0;0;0;0;0
2010;1049,00;"Menos de 200 camas";0;0;2;0;3;0;0;2;0;2;0;0;0;0;0;0;0
2010;794,00;"Más de 1.000 camas";21;3;30;3;1442;21;3;30;3;13;8;68;25;0;19;0;0
2010;415,00;"Menos de 200 camas";0;0;4;0;56;0;0;4;0;1;0;24;0;0;0;0;0
2010;592,00;"Menos de 200 camas";0;1;6;0;96;0;1;6;0;2;0;0;0;0;0;0;0
2010;497,00;"Menos de 200 camas";0;0;5;1;165;0;0;5;1;2;0;0;0;0;0;0;0
2010;308,00;"Menos de 200 camas";0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
2010;726,00;"200 - 500 camas";16;2;12;0;407;16;2;12;0;9;1;28;15;0;0;8;4
2010;272,00;"200 - 500 camas";0;0;4;0;224;0;0;4;0;2;0;0;0;0;0;0;0
2010;805,00;"Más de 1.000 camas";20;3;30;2;1536;20;3;30;2;16;1;35;50;0;0;0;4
2010;5,00;"Menos de 200 camas";0;0;8;0;39;0;0;8;0;2;0;5;0;0;10;0;0
2010;234,00;"Menos de 200 camas";6;1;6;0;91;2;1;6;0;1;0;5;0;0;0;0;0
2010;64,00;"Menos de 200 camas";0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0
2010;842,00;"Menos de 200 camas";2;1;4;0;80;2;1;4;0;3;0;0;0;0;0;0;0
2010;843,00;"Menos de 200 camas";2;1;3;0;77;2;1;3;0;3;0;3;0;0;0;0;0
2010;1025,00;"Menos de 200 camas";3;2;9;1;139;3;2;9;1;4;0;0;0;0;0;0;0
2010;803,00;"200 - 500 camas";10;2;10;0;363;8;2;9;0;7;1;23;0;0;14;0;0
2010;211,00;"Menos de 200 camas";1;1;3;0;60;1;1;3;0;2;0;0;0;0;0;0;0
2010;773,00;"200 - 500 camas";18;3;11;1;402;18;3;11;1;3;0;42;0;0;0;0;1
2010;424,00;"Menos de 200 camas";2;1;3;0;46;2;1;3;0;1;0;0;0;0;6;0;1
2010;298,00;"Menos de 200 camas";4;1;7;1;117;4;1;7;1;6;0;2;0;0;10;0;0
2010;594,00;"Menos de 200 camas";2;1;3;0;18;2;1;3;0;1;0;0;0;0;14;14;1
2010;237,00;"Menos de 200 camas";0;0;3;0;97;0;0;3;0;2;0;0;0;25;0;0;0
2010;16,00;"Menos de 200 camas";0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0
2010;768,00;"Menos de 200 camas";1;1;2;0;80;1;1;2;0;3;0;6;0;25;5;0;0
2010;617,00;"Menos de 200 camas";3;2;4;0;152;3;2;4;0;3;0;10;0;0;0;15;0
2010;297,00;"Menos de 200 camas";1;1;3;0;42;1;1;3;0;1;0;0;0;0;0;0;0
2010;105,00;"Menos de 200 camas";0;0;0;0;63;0;0;0;0;0;0;0;0;15;0;0;0
2010;544,00;"Menos de 200 camas";2;1;4;0;142;2;1;4;0;4;0;0;0;17;0;0;0
2010;804,00;"Menos de 200 camas";2;4;5;0;130;2;4;5;0;3;0;11;0;0;15;0;0
2010;470,00;"Menos de 200 camas";4;1;2;1;94;4;1;2;1;2;0;2;0;60;0;0;0
2010;104,00;"200 - 500 camas";0;0;0;0;306;0;0;0;0;0;0;0;50;0;0;0;0
2010;20,00;"Menos de 200 camas";0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0
2010;550,00;"Menos de 200 camas";2;2;4;0;97;2;2;4;0;6;0;0;0;0;0;6;0
2010;112,00;"Menos de 200 camas";0;0;0;0;24;0;0;0;0;0;0;0;0;25;0;0;0
2010;818,00;"Menos de 200 camas";0;0;0;0;105;0;0;0;0;0;0;0;0;19;0;0;0
2010;914,00;"Menos de 200 camas";0;0;0;0;123;0;0;0;0;0;0;0;0;40;0;0;0
2010;928,00;"Menos de 200 camas";0;0;0;0;36;0;0;0;0;0;0;19;0;0;0;0;0
2010;964,00;"200 - 500 camas";4;3;5;0;168;4;3;5;0;3;0;12;0;32;6;0;0
2010;1026,00;"Menos de 200 camas";0;0;0;0;100;0;0;0;0;0;0;0;0;20;0;0;0
2010;738,00;"501 - 1000 camas";18;6;18;0;511;18;6;18;0;13;3;81;0;0;40;0;4
2010;404,00;"Menos de 200 camas";0;0;2;0;173;0;0;2;0;2;0;0;0;1;0;4;2
2010;274,00;"Menos de 200 camas";1;1;6;0;76;1;1;6;0;5;0;5;1;0;0;0;0
2010;270,00;"Menos de 200 camas";1;2;6;0;92;1;2;6;0;2;0;7;0;0;0;0;0
2010;676,00;"Menos de 200 camas";5;2;5;0;134;5;2;5;0;7;0;11;0;0;12;0;1
2010;709,00;"200 - 500 camas";3;4;7;0;167;3;4;7;0;10;0;16;20;0;0;11;7
2010;754,00;"501 - 1000 camas";18;4;47;2;911;16;4;47;2;12;0;105;85;0;0;59;11
2010;997,00;"Menos de 200 camas";2;2;2;0;24;2;2;2;0;2;0;2;0;0;8;0;0
2010;734,00;"200 - 500 camas";8;1;12;2;411;8;1;11;2;6;2;30;12;20;0;26;0
2010;299,00;"Menos de 200 camas";0;0;2;0;61;0;0;2;0;2;0;1;0;0;0;3;2
2010;645,00;"Menos de 200 camas";1;1;1;0;51;1;1;1;0;1;0;0;0;0;0;0;0
2010;17,00;"Menos de 200 camas";0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0
2010;1046,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;0;25;0;0;0
2010;420,00;"Menos de 200 camas";0;0;3;0;31;0;0;3;0;5;0;0;0;0;0;0;0
2010;802,00;"Menos de 200 camas";0;0;0;0;102;0;0;0;0;1;0;0;0;0;0;0;0
2010;266,00;"Menos de 200 camas";3;2;9;2;149;3;2;9;2;3;0;18;0;0;18;18;9
2010;580,00;"Menos de 200 camas";2;1;5;0;88;2;1;5;0;3;0;0;0;0;0;0;2
2010;137,00;"Menos de 200 camas";2;1;4;0;38;2;1;4;0;2;0;0;0;0;0;0;0
2010;769,00;"Menos de 200 camas";0;0;4;0;76;0;0;4;0;2;0;16;0;0;0;0;0
2010;776,00;"Menos de 200 camas";0;0;4;0;126;0;0;4;0;5;0;0;0;0;0;3;1
2010;640,00;"Menos de 200 camas";2;1;3;0;74;2;1;3;0;3;3;7;0;0;0;0;0
2010;315,00;"200 - 500 camas";0;0;0;0;469;0;0;0;0;0;0;0;30;0;0;0;0
2010;40,00;"200 - 500 camas";0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2010;508,00;"Menos de 200 camas";0;0;5;0;103;0;0;4;0;2;0;0;0;0;0;9;2
2010;46,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2010;590,00;"Menos de 200 camas";2;2;5;0;124;2;1;4;0;2;0;8;0;0;0;0;1
2010;777,00;"Menos de 200 camas";2;2;4;0;111;2;2;4;0;3;1;15;0;0;33;0;0
2010;897,00;"Más de 1.000 camas";35;6;29;1;1106;32;6;29;1;12;7;25;1;0;23;0;0
2010;965,00;"Menos de 200 camas";0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0
2010;671,00;"200 - 500 camas";12;2;7;0;256;9;2;7;0;6;0;10;0;0;7;0;0
2010;461,00;"200 - 500 camas";1;1;5;1;202;1;1;5;1;2;0;1;0;0;0;0;1
2010;376,00;"Menos de 200 camas";1;1;1;0;24;1;1;1;0;2;0;0;0;0;0;0;0
2010;621,00;"Menos de 200 camas";0;2;4;0;115;0;2;4;0;4;0;8;0;0;12;0;0
2010;793,00;"501 - 1000 camas";24;3;15;2;561;24;3;15;1;6;5;34;16;0;26;0;0
2010;324,00;"Menos de 200 camas";0;0;1;0;4;0;0;1;0;2;0;0;0;0;0;0;0
2010;712,00;"200 - 500 camas";3;2;8;0;239;3;2;8;0;5;1;20;0;0;6;0;0
2010;32,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0
2010;361,00;"Menos de 200 camas";0;0;0;0;70;0;0;0;0;1;0;0;0;12;0;0;0
2010;486,00;"Menos de 200 camas";1;1;3;0;18;0;1;3;0;1;0;0;0;0;0;0;0
2010;595,00;"Menos de 200 camas";4;2;5;0;151;4;2;4;0;3;1;12;0;0;8;0;0
2010;433,00;"Menos de 200 camas";2;1;2;0;45;2;1;2;0;1;0;0;0;0;0;0;0
2010;1058,00;"Menos de 200 camas";0;0;2;0;20;0;0;2;0;1;0;0;0;0;0;0;0
2010;261,00;"Menos de 200 camas";1;1;3;0;42;1;1;3;0;1;0;0;0;0;0;0;0
2010;730,00;"200 - 500 camas";10;2;7;0;231;6;2;4;0;6;0;12;20;0;1;0;0
2010;577,00;"200 - 500 camas";6;2;7;0;233;6;2;7;0;5;0;6;0;0;0;22;0
2010;788,00;"501 - 1000 camas";18;4;25;1;741;18;4;25;1;24;0;35;0;0;1;1;5
2010;865,00;"Menos de 200 camas";4;1;3;0;58;4;1;3;0;2;0;0;0;0;0;0;0
2010;979,00;"Menos de 200 camas";0;0;2;0;5;0;0;2;0;2;0;0;0;0;0;0;0
2010;998,00;"Menos de 200 camas";0;0;1;0;6;0;0;1;0;1;0;0;0;0;0;0;1
2010;221,00;"Menos de 200 camas";0;0;3;0;110;0;0;3;0;1;0;0;0;0;0;0;0
2010;462,00;"Menos de 200 camas";0;0;1;0;45;0;0;1;0;2;0;0;0;0;0;0;0
2010;506,00;"Menos de 200 camas";3;2;5;0;104;3;2;5;0;2;0;0;0;0;0;0;0
2010;727,00;"200 - 500 camas";9;3;8;0;359;9;3;8;0;8;0;11;0;0;0;0;0
2010;355,00;"Menos de 200 camas";0;0;2;0;87;0;0;2;0;6;0;0;0;0;0;0;0
2010;487,00;"200 - 500 camas";0;0;5;0;201;0;0;5;0;2;0;0;0;0;4;0;0
2010;938,00;"Más de 1.000 camas";14;5;19;2;856;14;5;19;2;7;11;20;10;0;0;0;2
2010;886,00;"Menos de 200 camas";0;0;3;0;114;0;0;3;0;1;0;3;0;0;0;6;1
2010;835,00;"Menos de 200 camas";1;1;2;0;45;1;1;2;0;4;0;1;0;0;0;0;0
2010;999,00;"Menos de 200 camas";0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0
2010;798,00;"200 - 500 camas";16;3;14;1;454;16;3;14;1;9;0;32;0;0;5;10;2
2010;504,00;"Menos de 200 camas";0;0;5;0;194;0;0;5;0;5;0;15;30;20;0;8;0
2010;247,00;"Menos de 200 camas";0;0;3;0;36;0;0;3;0;6;0;4;0;0;0;4;0
2010;216,00;"Menos de 200 camas";2;1;3;0;55;2;1;3;0;2;0;1;0;0;3;3;1
2010;654,00;"Menos de 200 camas";3;2;5;0;70;1;2;4;0;1;0;0;0;0;5;0;0
2010;65,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;0;0;0;20;0;0;0;0
2010;472,00;"Menos de 200 camas";2;1;3;0;68;2;1;3;0;2;0;2;0;10;0;0;1
2010;427,00;"Menos de 200 camas";0;0;0;0;24;0;0;0;0;1;0;0;0;10;0;0;0
2010;491,00;"Menos de 200 camas";2;1;2;0;65;2;1;2;0;2;0;2;0;0;8;0;0
2010;551,00;"Menos de 200 camas";1;1;1;0;30;1;1;1;0;1;0;15;0;0;15;0;0
2010;106,00;"Menos de 200 camas";0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0
2010;819,00;"Menos de 200 camas";0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;0
2010;836,00;"Menos de 200 camas";0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
2010;915,00;"Menos de 200 camas";0;0;0;0;126;0;0;0;0;0;0;0;0;25;0;0;0
2010;942,00;"Menos de 200 camas";0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0
2010;748,00;"501 - 1000 camas";12;4;22;0;561;12;4;16;0;16;6;24;1;0;0;20;4
2010;198,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;1;0;0;0;0;0;0;0
2010;871,00;"Menos de 200 camas";1;3;4;0;87;1;3;4;0;3;0;12;0;0;8;0;0
2010;948,00;"Menos de 200 camas";1;1;3;1;48;1;1;3;1;1;0;0;0;0;0;0;0
2010;1051,00;"Menos de 200 camas";0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;0
2010;1083,00;"Menos de 200 camas";0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
2010;679,00;"501 - 1000 camas";12;2;14;0;709;12;2;14;0;12;7;16;15;12;0;0;0
2010;176,00;"Menos de 200 camas";0;0;5;0;64;0;0;5;0;1;0;1;0;0;0;0;0
2010;537,00;"Menos de 200 camas";0;0;5;0;42;0;0;5;0;1;0;0;0;0;0;0;0
2010;39,00;"200 - 500 camas";0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0
2010;608,00;"Menos de 200 camas";2;2;6;0;130;2;2;5;0;7;0;1;0;0;0;4;1
2010;596,00;"Menos de 200 camas";5;1;5;0;134;5;1;4;0;5;0;10;0;0;0;0;0
2010;749,00;"Más de 1.000 camas";0;0;46;3;1053;0;0;37;3;33;6;49;15;0;15;0;0
2010;758,00;"Más de 1.000 camas";50;5;38;3;1303;50;5;36;3;11;14;60;0;0;30;15;2
2010;724,00;"501 - 1000 camas";20;2;31;3;550;0;0;23;3;13;7;30;16;14;15;18;8
2010;436,00;"Menos de 200 camas";0;0;0;0;87;0;0;0;0;2;6;0;0;0;0;0;0
2010;567,00;"Menos de 200 camas";0;0;11;0;155;0;0;11;0;2;0;0;50;0;0;30;3
2010;677,00;"501 - 1000 camas";0;0;14;2;458;0;0;13;1;8;2;52;0;0;19;0;0
2010;670,00;"Menos de 200 camas";3;0;6;0;166;3;0;6;0;3;0;12;15;0;13;0;0
2010;588,00;"Menos de 200 camas";0;0;9;0;151;0;0;7;0;2;0;11;0;22;8;0;0
2010;446,00;"Menos de 200 camas";0;0;3;0;87;0;0;2;0;1;0;18;0;0;11;0;0
2010;753,00;"Más de 1.000 camas";50;9;45;5;1483;50;9;32;5;19;0;79;29;0;0;17;3
2010;887,00;"200 - 500 camas";0;0;0;0;316;0;0;0;0;1;0;0;0;0;0;0;0
2010;388,00;"Menos de 200 camas";0;0;2;0;34;0;0;1;0;1;0;0;0;0;0;0;0
2010;585,00;"Menos de 200 camas";0;0;3;0;61;0;0;3;0;3;0;0;0;0;0;0;0
2010;245,00;"Menos de 200 camas";5;2;9;1;190;5;2;9;1;3;0;0;0;0;0;0;0
2010;603,00;"Menos de 200 camas";0;0;6;1;171;0;0;6;1;3;0;5;0;0;8;4;1
2010;426,00;"Menos de 200 camas";0;0;3;0;80;0;0;3;0;4;0;0;0;0;0;0;0
2010;232,00;"Menos de 200 camas";10;2;7;0;88;10;2;7;0;2;0;0;0;0;6;0;1
2010;288,00;"Menos de 200 camas";0;0;7;0;157;0;0;7;0;3;0;2;0;0;0;9;2
2010;246,00;"Menos de 200 camas";6;2;8;0;96;6;2;8;0;3;0;0;0;0;0;0;0
2010;284,00;"Menos de 200 camas";11;1;10;1;136;9;1;10;1;4;0;0;0;0;0;0;0
2010;18,00;"Menos de 200 camas";0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0
2010;356,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;60;0;0;0;0
2010;401,00;"200 - 500 camas";0;0;0;0;388;0;0;0;0;0;0;0;0;0;0;0;0
2010;733,00;"501 - 1000 camas";15;5;15;1;628;11;5;15;1;10;4;20;3;0;0;0;3
2010;243,00;"Menos de 200 camas";0;0;4;0;80;0;0;4;0;3;0;0;0;0;0;0;0
2010;380,00;"200 - 500 camas";0;0;3;0;273;0;0;0;0;1;0;0;0;0;0;0;0
2010;716,00;"Menos de 200 camas";0;0;7;1;100;0;0;7;1;3;0;10;0;0;0;0;0
2010;534,00;"Menos de 200 camas";0;0;7;1;100;0;0;7;1;4;0;7;0;0;0;0;0
2010;185,00;"Menos de 200 camas";0;0;11;1;68;0;0;11;1;2;0;0;0;0;8;0;0
2010;258,00;"Menos de 200 camas";0;0;10;1;184;0;0;10;1;3;0;9;0;0;4;4;0
2010;505,00;"Menos de 200 camas";0;0;4;0;36;0;0;4;0;3;0;4;0;0;0;0;4
2010;268,00;"Menos de 200 camas";0;0;11;1;132;0;0;10;1;6;0;8;0;0;8;0;0
2010;602,00;"Menos de 200 camas";7;2;9;1;152;7;2;9;1;2;0;3;0;0;4;0;0
2010;254,00;"Menos de 200 camas";8;9;10;1;172;8;9;10;1;2;0;5;0;0;0;0;0
2010;705,00;"Menos de 200 camas";12;3;7;1;110;12;3;7;1;6;0;7;0;0;3;0;0
2010;133,00;"Menos de 200 camas";10;2;2;0;60;10;2;2;0;1;0;0;0;0;0;0;0
2010;33,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;20;0;0;0;0
2010;143,00;"Menos de 200 camas";0;0;0;0;53;0;0;0;0;0;0;0;15;0;0;0;0
2010;36,00;"Menos de 200 camas";0;0;0;0;89;0;0;0;0;0;0;0;20;0;0;0;0
2010;756,00;"501 - 1000 camas";3;2;16;2;495;3;2;16;2;9;0;24;0;0;0;0;0
2010;662,00;"501 - 1000 camas";10;3;16;0;530;10;3;14;0;14;7;18;30;0;14;0;0
2010;192,00;"200 - 500 camas";0;0;0;0;195;0;0;0;0;1;0;0;0;0;0;0;0
2010;382,00;"200 - 500 camas";0;0;0;0;300;0;0;0;0;1;0;0;0;0;0;0;0
2010;322,00;"501 - 1000 camas";0;0;0;0;542;0;0;0;0;1;0;0;0;0;0;0;0
2010;478,00;"Menos de 200 camas";0;0;5;0;106;0;0;5;0;4;0;0;0;0;0;0;0
2010;352,00;"Menos de 200 camas";0;0;0;0;150;0;0;0;0;1;0;0;0;17;0;0;0
2010;628,00;"200 - 500 camas";10;2;12;1;361;10;2;9;1;10;5;40;0;0;0;0;0
2010;291,00;"Menos de 200 camas";0;0;0;0;176;0;0;0;0;0;0;0;150;0;0;0;0
2010;495,00;"Menos de 200 camas";0;0;6;0;88;0;0;6;0;3;0;0;0;0;0;6;0
2010;845,00;"200 - 500 camas";17;2;12;0;380;17;2;9;0;10;4;12;30;0;0;0;0
2010;498,00;"Menos de 200 camas";2;1;3;0;75;2;1;3;0;2;1;3;0;0;6;0;0
2010;314,00;"200 - 500 camas";0;0;0;0;184;0;0;0;0;2;0;0;0;0;0;0;0
2010;720,00;"Menos de 200 camas";0;0;5;0;92;0;0;5;0;4;0;5;0;0;5;0;0
2010;721,00;"501 - 1000 camas";14;2;18;0;436;14;2;15;0;12;3;25;0;15;13;0;0
2010;485,00;"Menos de 200 camas";0;1;3;0;19;0;1;3;0;1;0;5;1;0;0;4;3
2010;273,00;"200 - 500 camas";4;1;12;1;234;4;1;11;1;3;0;1;0;0;13;0;0
2010;846,00;"200 - 500 camas";10;2;15;1;415;10;2;15;1;11;0;18;1;0;21;0;0
2010;847,00;"Menos de 200 camas";0;0;6;0;76;0;0;6;0;2;0;0;0;0;0;10;2
2010;848,00;"Menos de 200 camas";25;3;8;1;180;25;3;8;1;7;0;10;0;0;5;0;0
2010;864,00;"Menos de 200 camas";0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0
2010;916,00;"Menos de 200 camas";0;0;4;0;75;0;0;3;0;2;0;16;0;0;6;0;0
2010;930,00;"Menos de 200 camas";3;2;4;1;80;3;2;4;1;1;0;8;0;0;0;4;0
2010;954,00;"200 - 500 camas";14;3;11;0;280;14;3;10;0;5;2;20;0;0;12;0;0
2010;943,00;"Menos de 200 camas";5;1;5;0;99;5;1;5;0;3;0;6;0;0;8;0;0
2010;949,00;"Más de 1.000 camas";47;11;48;3;1259;42;11;42;3;15;7;78;0;8;46;0;0
2010;980,00;"Menos de 200 camas";14;2;6;1;116;14;2;6;1;3;0;7;0;0;6;0;0
2010;981,00;"Menos de 200 camas";0;0;5;0;25;0;0;5;0;1;0;1;0;0;12;8;2
2010;1024,00;"200 - 500 camas";14;2;16;1;154;6;2;14;1;2;0;26;0;0;0;14;0
2010;1017,00;"Menos de 200 camas";0;0;0;0;40;0;0;0;0;1;0;0;0;0;0;0;0
2010;1000,00;"Menos de 200 camas";0;0;12;1;155;0;0;9;1;3;0;34;0;0;7;0;0
2010;1018,00;"Menos de 200 camas";4;4;6;0;85;4;3;5;0;2;0;25;1;1;0;0;0
2010;1001,00;"Menos de 200 camas";7;2;10;1;41;2;2;8;1;2;0;0;0;0;0;0;0
2010;1007,00;"200 - 500 camas";12;7;12;0;255;12;6;10;0;10;2;18;30;0;0;20;4
2010;1008,00;"200 - 500 camas";8;3;7;0;178;7;3;7;0;8;0;17;0;0;0;20;0
2010;1009,00;"200 - 500 camas";11;8;13;0;218;11;5;11;0;7;0;37;8;2;18;0;0
2010;1010,00;"Menos de 200 camas";4;3;5;0;115;4;3;5;0;4;0;10;0;0;0;15;0
2010;1011,00;"Menos de 200 camas";4;2;4;0;87;4;2;4;0;3;0;9;0;0;18;0;0
2010;1012,00;"200 - 500 camas";8;8;9;0;129;4;6;7;0;5;0;23;0;0;0;13;0
2010;1013,00;"501 - 1000 camas";24;12;19;2;576;24;12;16;2;10;0;37;30;0;34;0;0
2010;1041,00;"Menos de 200 camas";0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0
2010;789,00;"200 - 500 camas";0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0
2010;326,00;"200 - 500 camas";0;0;0;0;322;0;0;0;0;0;0;0;0;0;0;0;0
2010;442,00;"Menos de 200 camas";4;3;9;1;89;4;2;8;1;2;0;4;0;0;7;7;0
2010;294,00;"Menos de 200 camas";2;1;5;1;118;2;1;5;1;1;0;6;0;0;1;0;0
2010;378,00;"Menos de 200 camas";3;2;5;0;59;3;2;5;0;1;0;1;0;0;0;3;0
2010;402,00;"Menos de 200 camas";0;0;7;1;48;0;0;7;1;3;0;0;0;0;0;0;0
2010;29,00;"Menos de 200 camas";0;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0
2010;450,00;"Menos de 200 camas";0;0;4;0;17;0;0;4;0;1;0;0;0;0;5;0;0
2010;656,00;"Menos de 200 camas";3;2;6;0;132;3;2;6;0;4;0;12;0;0;0;7;6
2010;333,00;"Menos de 200 camas";1;1;5;1;60;1;1;5;1;1;0;6;0;0;0;0;0
2010;668,00;"Menos de 200 camas";5;2;6;0;151;5;2;6;0;5;0;16;0;0;0;19;0
2010;684,00;"Menos de 200 camas";6;2;8;0;193;5;2;8;0;6;0;7;0;0;7;0;0
2010;422,00;"Menos de 200 camas";0;0;4;1;50;0;0;3;1;1;0;1;0;0;0;0;1
2010;763,00;"Más de 1.000 camas";46;13;33;2;1081;46;13;32;2;21;3;48;0;0;60;3;3
2010;741,00;"501 - 1000 camas";8;2;17;2;561;8;2;17;2;18;7;25;6;0;48;0;0
2010;553,00;"200 - 500 camas";14;6;11;1;349;14;6;11;1;6;1;22;0;0;6;0;0
2010;357,00;"Menos de 200 camas";0;0;6;0;150;0;0;6;0;2;0;0;0;0;0;0;1
2010;899,00;"Menos de 200 camas";0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0
2010;900,00;"Menos de 200 camas";0;0;2;0;7;0;0;2;0;1;0;0;0;0;2;0;0
2010;932,00;"Menos de 200 camas";0;0;2;0;15;0;0;2;0;0;0;0;0;0;0;0;0
2010;950,00;"Menos de 200 camas";0;0;1;0;6;0;0;1;0;1;0;0;0;0;0;0;0
2010;966,00;"Menos de 200 camas";2;4;1;1;72;2;4;1;1;2;0;0;0;0;0;0;0
2010;967,00;"Menos de 200 camas";0;0;0;0;10;0;0;0;0;0;0;20;0;0;0;0;0
2010;982,00;"Menos de 200 camas";0;0;5;1;55;0;0;3;1;7;0;5;0;0;4;0;2
2010;1014,00;"Menos de 200 camas";0;0;3;0;19;0;0;3;0;3;0;1;0;0;0;0;0
2010;1048,00;"Menos de 200 camas";0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
2010;1080,00;"Menos de 200 camas";4;2;7;1;83;4;2;4;1;2;0;5;0;0;0;5;1
2010;722,00;"501 - 1000 camas";67;3;27;2;863;67;3;27;2;13;3;55;0;0;2;8;2
2010;660,00;"200 - 500 camas";0;0;12;0;320;0;0;9;0;3;0;10;0;0;21;0;0
2010;75,00;"Menos de 200 camas";0;0;0;0;100;0;0;0;0;0;0;0;49;0;0;0;0
2010;249,00;"Menos de 200 camas";3;2;6;1;125;3;2;6;1;3;0;0;0;0;0;0;0
2010;275,00;"Menos de 200 camas";0;0;5;0;94;0;0;5;0;1;0;0;0;0;6;0;0
2010;227,00;"Menos de 200 camas";7;2;6;1;104;7;2;6;1;2;0;0;0;0;0;0;0
2010;150,00;"Menos de 200 camas";0;0;4;0;90;0;0;4;0;2;0;0;0;0;0;0;0
2010;47,00;"Menos de 200 camas";0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0
2010;172,00;"Menos de 200 camas";0;0;5;0;148;0;0;5;0;1;0;6;0;0;6;0;1
2010;581,00;"Menos de 200 camas";3;2;4;0;103;3;2;4;0;3;0;1;0;0;1;0;0
2010;120,00;"Menos de 200 camas";0;0;1;0;39;0;0;1;0;1;0;0;0;0;0;0;0
2010;445,00;"Menos de 200 camas";0;0;2;0;140;0;0;2;0;0;0;0;0;0;0;0;0
2010;471,00;"Menos de 200 camas";0;0;5;0;199;0;0;5;0;2;0;0;0;0;0;0;0
2010;53,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2010;199,00;"Menos de 200 camas";0;0;3;0;175;0;0;3;0;1;0;0;0;0;0;0;0
2010;575,00;"Menos de 200 camas";4;1;4;0;97;4;1;4;0;3;0;0;0;0;0;0;0
2010;528,00;"Menos de 200 camas";6;2;4;0;98;6;2;3;0;3;1;1;0;0;0;5;0
2010;631,00;"200 - 500 camas";9;2;6;0;283;9;2;6;0;12;3;12;0;0;0;6;0
2010;699,00;"200 - 500 camas";0;0;10;0;370;0;0;10;0;9;2;30;0;0;37;0;0
2010;823,00;"Menos de 200 camas";0;0;3;0;30;0;0;3;0;2;0;0;0;0;0;0;0
2010;849,00;"Menos de 200 camas";0;0;5;0;99;0;0;5;0;2;0;0;0;0;6;0;0
2010;869,00;"Menos de 200 camas";0;0;4;0;90;0;0;4;0;3;0;0;0;0;0;0;0
2010;955,00;"Menos de 200 camas";0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0
2010;983,00;"200 - 500 camas";0;0;0;0;211;0;0;0;0;0;0;0;0;0;0;0;0
