Año,Cód CCAA (Todas),Desc CCAA (Todas),NCODI,FINALIDAD agrupada para Anonimización,Cód Grupo Finalidad,Cód Pertenencia SNS,Desc Pertenencia SNS
2017,"09","CATALUÑA",492,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",811,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",812,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",832,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",841,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",856,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",859,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",861,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",880,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",883,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",884,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",877,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",911,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",913,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",922,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",923,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",924,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",947,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",951,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1103,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",972,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",973,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",974,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",975,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",960,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1028,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",976,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",977,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1020,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",994,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",995,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1060,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",1005,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1061,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",1062,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1006,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1088,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",1089,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",1076,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",1078,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",1033,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",1037,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1039,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",1067,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1065,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1066,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",1100,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1105,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1107,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",1111,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",1121,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",1119,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",773,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",424,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",298,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",594,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",237,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",16,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",768,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",617,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",297,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",105,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",544,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",804,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",104,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",20,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",550,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",112,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",818,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",882,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",914,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",928,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",964,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",1026,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1068,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1108,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",798,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",504,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",247,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",216,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",654,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",65,"Otros",2,2,"Privados"
2017,"09","CATALUÑA",472,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",427,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",491,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",551,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",106,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",819,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",836,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",915,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",942,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1140,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",629,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",21,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",615,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",626,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",417,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",597,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",539,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",343,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",135,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",158,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",775,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",177,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",578,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",416,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",561,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",62,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",828,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",860,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",935,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",936,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",986,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",987,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",1021,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",1085,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",680,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",411,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",241,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",558,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",167,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",248,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",224,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",591,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",586,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",453,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",145,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",511,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",530,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",6,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",161,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",623,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",349,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",875,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",946,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",1023,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",1054,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",1057,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",1031,"Otros",2,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",1032,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",1064,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",666,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",392,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",790,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",650,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",876,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",944,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",952,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",739,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",613,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",593,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",704,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",493,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",686,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",257,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",494,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",681,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",286,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",255,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",79,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",81,"Otros",2,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",688,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",531,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",514,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",499,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",532,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",190,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",598,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",260,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",838,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",839,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",851,"Agudos",1,2,"Privados"
2017,"10","COMUNIDAD VALENCIANA",852,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",988,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",1056,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",1044,"Otros",2,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",1114,"Agudos",1,1,"Públicos-SNS"
2017,"10","COMUNIDAD VALENCIANA",1129,"Agudos",1,2,"Privados"
2017,"11","EXTREMADURA",725,"Agudos",1,1,"Públicos-SNS"
2017,"11","EXTREMADURA",3,"Otros",2,1,"Públicos-SNS"
2017,"11","EXTREMADURA",306,"Otros",2,1,"Públicos-SNS"
2017,"11","EXTREMADURA",15,"Agudos",1,2,"Privados"
2017,"11","EXTREMADURA",264,"Agudos",1,2,"Privados"
2017,"11","EXTREMADURA",867,"Agudos",1,2,"Privados"
2017,"11","EXTREMADURA",910,"Agudos",1,1,"Públicos-SNS"
2017,"11","EXTREMADURA",1053,"Agudos",1,1,"Públicos-SNS"
2017,"11","EXTREMADURA",1055,"Agudos",1,1,"Públicos-SNS"
2017,"11","EXTREMADURA",1081,"Otros",2,1,"Públicos-SNS"
2017,"11","EXTREMADURA",1099,"Agudos",1,2,"Privados"
2017,"11","EXTREMADURA",1115,"Agudos",1,2,"Privados"
2017,"11","EXTREMADURA",541,"Agudos",1,1,"Públicos-SNS"
2017,"11","EXTREMADURA",797,"Agudos",1,1,"Públicos-SNS"
2017,"11","EXTREMADURA",627,"Agudos",1,1,"Públicos-SNS"
2017,"11","EXTREMADURA",173,"Otros",2,1,"Públicos-SNS"
2017,"11","EXTREMADURA",636,"Agudos",1,1,"Públicos-SNS"
2017,"11","EXTREMADURA",205,"Agudos",1,2,"Privados"
2017,"11","EXTREMADURA",814,"Agudos",1,2,"Privados"
2017,"11","EXTREMADURA",881,"Agudos",1,2,"Privados"
2017,"12","GALICIA",794,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",415,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",592,"Agudos",1,2,"Privados"
2017,"12","GALICIA",497,"Agudos",1,2,"Privados"
2017,"12","GALICIA",458,"Agudos",1,2,"Privados"
2017,"12","GALICIA",726,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",272,"Agudos",1,2,"Privados"
2017,"12","GALICIA",805,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",234,"Agudos",1,2,"Privados"
2017,"12","GALICIA",64,"Otros",2,2,"Privados"
2017,"12","GALICIA",842,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",843,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",679,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",176,"Agudos",1,2,"Privados"
2017,"12","GALICIA",537,"Agudos",1,2,"Privados"
2017,"12","GALICIA",608,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",596,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",751,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",186,"Agudos",1,2,"Privados"
2017,"12","GALICIA",646,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",536,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",242,"Agudos",1,2,"Privados"
2017,"12","GALICIA",34,"Otros",2,1,"Públicos-SNS"
2017,"12","GALICIA",791,"Agudos",1,2,"Privados"
2017,"12","GALICIA",181,"Otros",2,2,"Privados"
2017,"12","GALICIA",430,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",715,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",521,"Agudos",1,2,"Privados"
2017,"12","GALICIA",524,"Agudos",1,2,"Privados"
2017,"12","GALICIA",432,"Agudos",1,2,"Privados"
2017,"12","GALICIA",19,"Agudos",1,2,"Privados"
2017,"12","GALICIA",25,"Otros",2,2,"Privados"
2017,"12","GALICIA",26,"Otros",2,1,"Públicos-SNS"
2017,"12","GALICIA",890,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",904,"Agudos",1,1,"Públicos-SNS"
2017,"12","GALICIA",957,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",749,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",758,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1104,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",567,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",677,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",670,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",588,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",753,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",887,"Otros",2,1,"Públicos-SNS"
2017,"13","MADRID",245,"Agudos",1,2,"Privados"
2017,"13","MADRID",603,"Agudos",1,2,"Privados"
2017,"13","MADRID",426,"Agudos",1,2,"Privados"
2017,"13","MADRID",232,"Agudos",1,2,"Privados"
2017,"13","MADRID",288,"Agudos",1,2,"Privados"
2017,"13","MADRID",246,"Agudos",1,2,"Privados"
2017,"13","MADRID",284,"Agudos",1,2,"Privados"
2017,"13","MADRID",18,"Otros",2,2,"Privados"
2017,"13","MADRID",356,"Otros",2,2,"Privados"
2017,"13","MADRID",401,"Otros",2,2,"Privados"
2017,"13","MADRID",733,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",243,"Agudos",1,2,"Privados"
2017,"13","MADRID",380,"Otros",2,1,"Públicos-SNS"
2017,"13","MADRID",716,"Agudos",1,2,"Privados"
2017,"13","MADRID",534,"Agudos",1,2,"Privados"
2017,"13","MADRID",185,"Agudos",1,2,"Privados"
2017,"13","MADRID",258,"Agudos",1,2,"Privados"
2017,"13","MADRID",505,"Agudos",1,2,"Privados"
2017,"13","MADRID",268,"Agudos",1,2,"Privados"
2017,"13","MADRID",602,"Agudos",1,2,"Privados"
2017,"13","MADRID",254,"Agudos",1,2,"Privados"
2017,"13","MADRID",705,"Agudos",1,2,"Privados"
2017,"13","MADRID",133,"Agudos",1,2,"Privados"
2017,"13","MADRID",33,"Otros",2,2,"Privados"
2017,"13","MADRID",143,"Otros",2,2,"Privados"
2017,"13","MADRID",36,"Otros",2,2,"Privados"
2017,"13","MADRID",756,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",662,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",192,"Otros",2,1,"Públicos-SNS"
2017,"13","MADRID",382,"Otros",2,2,"Privados"
2017,"13","MADRID",322,"Otros",2,2,"Privados"
2017,"13","MADRID",478,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",352,"Otros",2,1,"Públicos-SNS"
2017,"13","MADRID",628,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",291,"Otros",2,1,"Públicos-SNS"
2017,"13","MADRID",495,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",845,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",498,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",314,"Otros",2,1,"Públicos-SNS"
2017,"13","MADRID",720,"Agudos",1,2,"Privados"
2017,"13","MADRID",721,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",485,"Agudos",1,2,"Privados"
2017,"13","MADRID",273,"Agudos",1,2,"Privados"
2017,"13","MADRID",846,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",847,"Agudos",1,2,"Privados"
2017,"13","MADRID",848,"Agudos",1,2,"Privados"
2017,"13","MADRID",916,"Agudos",1,2,"Privados"
2017,"13","MADRID",930,"Agudos",1,2,"Privados"
2017,"13","MADRID",954,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",943,"Agudos",1,2,"Privados"
2017,"13","MADRID",949,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",980,"Agudos",1,2,"Privados"
2017,"13","MADRID",981,"Agudos",1,2,"Privados"
2017,"13","MADRID",1024,"Agudos",1,2,"Privados"
2017,"13","MADRID",1017,"Agudos",1,2,"Privados"
2017,"13","MADRID",1000,"Agudos",1,2,"Privados"
2017,"13","MADRID",1018,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1001,"Agudos",1,2,"Privados"
2017,"13","MADRID",1007,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1008,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1010,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1011,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1012,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1013,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1041,"Otros",2,2,"Privados"
2017,"13","MADRID",1073,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1087,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1109,"Agudos",1,1,"Públicos-SNS"
2017,"13","MADRID",1110,"Agudos",1,2,"Privados"
2017,"13","MADRID",1112,"Agudos",1,2,"Privados"
2017,"13","MADRID",1120,"Otros",2,2,"Privados"
2017,"13","MADRID",1126,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",722,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",660,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",75,"Otros",2,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",249,"Agudos",1,2,"Privados"
2017,"14","REGIÓN DE MURCIA",227,"Agudos",1,2,"Privados"
2017,"14","REGIÓN DE MURCIA",150,"Agudos",1,2,"Privados"
2017,"14","REGIÓN DE MURCIA",47,"Otros",2,2,"Privados"
2017,"14","REGIÓN DE MURCIA",172,"Agudos",1,2,"Privados"
2017,"14","REGIÓN DE MURCIA",581,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",120,"Otros",2,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",445,"Otros",2,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",471,"Agudos",1,2,"Privados"
2017,"14","REGIÓN DE MURCIA",53,"Otros",2,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",199,"Otros",2,2,"Privados"
2017,"14","REGIÓN DE MURCIA",575,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",528,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",631,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",699,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",823,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",849,"Agudos",1,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",869,"Agudos",1,2,"Privados"
2017,"14","REGIÓN DE MURCIA",955,"Otros",2,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",983,"Otros",2,2,"Privados"
2017,"14","REGIÓN DE MURCIA",1002,"Otros",2,1,"Públicos-SNS"
2017,"14","REGIÓN DE MURCIA",1015,"Agudos",1,1,"Públicos-SNS"
2017,"15","C. FORAL DE NAVARRA",51,"Otros",2,1,"Públicos-SNS"
2017,"15","C. FORAL DE NAVARRA",441,"Agudos",1,1,"Públicos-SNS"
2017,"15","C. FORAL DE NAVARRA",327,"Otros",2,2,"Privados"
2017,"15","C. FORAL DE NAVARRA",690,"Agudos",1,2,"Privados"
2017,"15","C. FORAL DE NAVARRA",262,"Agudos",1,2,"Privados"
2017,"15","C. FORAL DE NAVARRA",403,"Agudos",1,2,"Privados"
2017,"15","C. FORAL DE NAVARRA",312,"Otros",2,2,"Privados"
2017,"15","C. FORAL DE NAVARRA",589,"Agudos",1,1,"Públicos-SNS"
2017,"15","C. FORAL DE NAVARRA",665,"Agudos",1,1,"Públicos-SNS"
2017,"15","C. FORAL DE NAVARRA",334,"Otros",2,1,"Públicos-SNS"
2017,"15","C. FORAL DE NAVARRA",1075,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",113,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",619,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",163,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",131,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",375,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",1090,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",420,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",802,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",266,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",137,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",769,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",776,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",640,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",315,"Otros",2,2,"Privados"
2017,"16","PAÍS VASCO",40,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",508,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",46,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",590,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",777,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",897,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",965,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",370,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",418,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",574,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",399,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",195,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",783,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",263,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",194,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",214,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",785,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",780,"Agudos",1,1,"Públicos-SNS"
